,text,username,tweet_id,timestamp,hashtags,screen_name,retweets,likes,uni_handle,compound,Sentiment,score,retweets_n,likes_n,engagement_score,clean_tweets,tweet_tokens,pos,nouns,irrelevance,engagement,sentiment_score
124,national institute of technology (nit) karnataka recruitment for library professional… https://goo.gl/fb/rfrgw3 ,LISLINKS,1144975365623955456,2019-06-29 14:26:14,[],LISLINKS,0.0,0.0,,0.0,Neutral,3.0,0.0,0.0,0.0,National Institute of Technology (NIT Karnataka Recruitment for Library Professional,"['national', 'institute', 'technology', 'nit', 'karnataka', 'recruitment', 'library', 'professional']","[('national', 'JJ'), ('institute', 'NN'), ('technology', 'NN'), ('nit', 'JJ'), ('karnataka', 'NNP'), ('recruitment', 'NN'), ('library', 'JJ'), ('professional', 'NN')]","['institute', 'technology', 'karnataka', 'recruitment', 'professional']",0,0,3.0
125,"national institute of technology surathkal (nitk) - about, courses, cutoff, fees, seats, ranking & connectivity!

#nitsurathkal #engineering #nit #technology #nitk #surathkal #karnataka #education #institute #college #collegehumara
https://collegehumara.com/list-of-colleges/list-of-nits/nit-surathkal …",CollegeHumara,1144493854030098432,2019-06-28 06:32:53,"['NITSurathkal', 'engineering', 'NIT', 'technology', 'NITK', 'surathkal', 'karnataka', 'education', 'institute', 'college', 'collegehumara']",collegehumara,0.0,0.0,,0.0,Neutral,3.0,0.0,0.0,0.0,National Institute of Technology Surathkal (NITK About Courses Cutoff Fees Seats Ranking Connectivity! #NITSurathkal #engineering #NIT #technology #NITK #surathkal #karnataka #education #institute #college #collegehumara …,"['national', 'institute', 'technology', 'surathkal', 'nitk', 'courses', 'cutoff', 'fees', 'seats', 'ranking', 'connectivity', 'nitsurathkal', 'engineering', 'nit', 'technology', 'nitk', 'surathkal', 'karnataka', 'education', 'institute', 'college', 'collegehumara']","[('national', 'JJ'), ('institute', 'NN'), ('technology', 'NN'), ('surathkal', 'NN'), ('nitk', 'NN'), ('courses', 'VBZ'), ('cutoff', 'NN'), ('fees', 'NNS'), ('seats', 'NNS'), ('ranking', 'VBG'), ('connectivity', 'NN'), ('nitsurathkal', 'RB'), ('engineering', 'NN'), ('nit', 'NN'), ('technology', 'NN'), ('nitk', 'JJ'), ('surathkal', 'NN'), ('karnataka', 'NN'), ('education', 'NN'), ('institute', 'NN'), ('college', 'NN'), ('collegehumara', 'NN')]","['institute', 'technology', 'surathkal', 'nitk', 'cutoff', 'fees', 'seats', 'connectivity', 'engineering', 'nit', 'technology', 'surathkal', 'karnataka', 'education', 'institute', 'college', 'collegehumara']",0,0,3.0
126,national institute of technology karnataka recruitment for the post of trainee : last date 31st july 2019. http://dlvr.it/r7qlft ,LIS NEWS,1144446088000110592,2019-06-28 03:23:04,[],LIScNews,0.0,0.0,,0.0,Neutral,3.0,0.0,0.0,0.0,National Institute of Technology Karnataka Recruitment for the post of Trainee Last Date 31st July 2019,"['national', 'institute', 'technology', 'karnataka', 'recruitment', 'post', 'trainee', 'last', 'date', '31st', 'july', '2019']","[('national', 'JJ'), ('institute', 'NN'), ('technology', 'NN'), ('karnataka', 'FW'), ('recruitment', 'NN'), ('post', 'NN'), ('trainee', 'NN'), ('last', 'JJ'), ('date', 'NN'), ('31st', 'CD'), ('july', 'NN'), ('2019', 'CD')]","['institute', 'technology', 'recruitment', 'post', 'trainee', 'date', 'july']",0,0,3.0
127,national institute of technology (nit) karnataka non teaching staff recruitment http://skiwolfmedia.net/national-institute-of-technology-nit-karnataka-non-teaching-staff-recruitment/ …pic.twitter.com/uo6gk1qdrq,Skiwolfmedia.net,1144007720539971584,2019-06-26 22:21:09,[],TANIVASHRAF,0.0,0.0,,0.0,Neutral,3.0,0.0,0.0,0.0,National Institute of Technology (NIT Karnataka non teaching Staff Recruitment …pic.twitter.com/uO6GK1qdRq,"['national', 'institute', 'technology', 'nit', 'karnataka', 'non', 'teaching', 'staff', 'recruitment', 'pic', 'twitter', 'com', 'uo6gk1qdrq']","[('national', 'JJ'), ('institute', 'NN'), ('technology', 'NN'), ('nit', 'JJ'), ('karnataka', 'NN'), ('non', 'NN'), ('teaching', 'VBG'), ('staff', 'NN'), ('recruitment', 'NN'), ('pic', 'NN'), ('twitter', 'NN'), ('com', 'NN'), ('uo6gk1qdrq', 'NN')]","['institute', 'technology', 'karnataka', 'non', 'staff', 'recruitment', 'pic', 'twitter', 'com', 'uo6gk1qdrq']",0,0,3.0
128,"nit jobs 2019 – 137 junior assistant, technician & various posts http://bit.ly/2jah9uu 

nit recruitment 2019 for 137 junior assistant, technician & various posts: national institute of technology, karnataka has issued an official notification for the recruitment of junior ass…",Govt Job Guide,1143236019384410112,2019-06-24 19:14:41,[],GovtJobGuide,0.0,0.0,,0.0,Neutral,3.0,0.0,0.0,0.0,NIT Jobs 2019 137 Junior Assistant Technician Various Posts NIT Recruitment 2019 for 137 Junior Assistant Technician Various Posts National Institute of Technology Karnataka has issued an official notification for the recruitment of Junior Ass…,"['nit', 'jobs', '2019', '137', 'junior', 'assistant', 'technician', 'various', 'posts', 'nit', 'recruitment', '2019', '137', 'junior', 'assistant', 'technician', 'various', 'posts', 'national', 'institute', 'technology', 'karnataka', 'issued', 'official', 'notification', 'recruitment', 'junior', 'ass']","[('nit', 'NN'), ('jobs', 'NNS'), ('2019', 'CD'), ('137', 'CD'), ('junior', 'NN'), ('assistant', 'NN'), ('technician', 'JJ'), ('various', 'JJ'), ('posts', 'NNS'), ('nit', 'RB'), ('recruitment', 'JJ'), ('2019', 'CD'), ('137', 'CD'), ('junior', 'NN'), ('assistant', 'NN'), ('technician', 'JJ'), ('various', 'JJ'), ('posts', 'NNS'), ('national', 'JJ'), ('institute', 'NN'), ('technology', 'NN'), ('karnataka', 'NNP'), ('issued', 'VBD'), ('official', 'JJ'), ('notification', 'NN'), ('recruitment', 'NN'), ('junior', 'JJ'), ('ass', 'NN')]","['nit', 'jobs', 'junior', 'assistant', 'posts', 'junior', 'assistant', 'posts', 'institute', 'technology', 'karnataka', 'notification', 'recruitment', 'ass']",0,0,3.0
129,"#mangaluru: a whale shark was washed ashore near national institute of technology, karnataka (nit), early morning today. the carcass was picked up by the marine research department. #karnataka

(: ani) pic.twitter.com/ijjeixjgsy",DailyaddaaNews,1145031339638308864,2019-06-29 18:08:39,"['Mangaluru', 'Karnataka']",Dailyaddaa,0.0,0.0,,0.4939,Positive,3.9878,0.0,0.0,0.0,#Mangaluru A whale shark was washed ashore near National Institute of Technology Karnataka (NIT) early morning today The carcass was picked up by the Marine Research department #Karnataka ( ANI pic.twitter.com/ijJEIxJgsY,"['mangaluru', 'whale', 'shark', 'washed', 'ashore', 'near', 'national', 'institute', 'technology', 'karnataka', 'nit', 'early', 'morning', 'today', 'carcass', 'picked', 'marine', 'research', 'department', 'karnataka', 'ani', 'pic', 'twitter', 'com', 'ijjeixjgsy']","[('mangaluru', 'NNS'), ('whale', 'JJ'), ('shark', 'NN'), ('washed', 'VBD'), ('ashore', 'RB'), ('near', 'IN'), ('national', 'JJ'), ('institute', 'NN'), ('technology', 'NN'), ('karnataka', 'NN'), ('nit', 'RB'), ('early', 'JJ'), ('morning', 'NN'), ('today', 'NN'), ('carcass', 'NN'), ('picked', 'VBD'), ('marine', 'JJ'), ('research', 'NN'), ('department', 'NN'), ('karnataka', 'VBD'), ('ani', 'JJ'), ('pic', 'NN'), ('twitter', 'NN'), ('com', 'NN'), ('ijjeixjgsy', 'NN')]","['mangaluru', 'shark', 'institute', 'technology', 'karnataka', 'morning', 'today', 'carcass', 'research', 'department', 'pic', 'twitter', 'com', 'ijjeixjgsy']",2,0,3.0
130,"[white paper] see how #migrationwiz can make your next @office365 and @microsoftteams #tenanttotenant migration easy, fast, and secure.",BitTitan,1238176723339902976,2020-03-12 18:55:09,"['MigrationWiz', 'TenantToTenant']",BitTitan,677.0,6614.0,,0.6486,Positive,4.2972,1.0,0.9992445988820063,99.96978395528026,[White Paper See how #MigrationWiz can make your next @Office365 and @MicrosoftTeams #TenantToTenant migration easy fast and secure.,"['white', 'paper', 'see', 'migrationwiz', 'make', 'next', 'office365', 'microsoftteams', 'tenanttotenant', 'migration', 'easy', 'fast', 'secure']","[('white', 'JJ'), ('paper', 'NN'), ('see', 'NN'), ('migrationwiz', 'RB'), ('make', 'VB'), ('next', 'JJ'), ('office365', 'NN'), ('microsoftteams', 'NNS'), ('tenanttotenant', 'JJ'), ('migration', 'NN'), ('easy', 'JJ'), ('fast', 'JJ'), ('secure', 'NN')]","['paper', 'see', 'office365', 'microsoftteams', 'migration', 'secure']",0,1,5.0
131,"mangaluru: a whale shark was washed ashore near national institute of technology, karnataka (nit), early morning today. the carcass was picked up by the marine research department. 
#karnataka #tv9newspic.twitter.com/plpij1h83l",tv9gujarati,1145030390454738944,2019-06-29 18:04:53,"['Karnataka', 'TV9Newspic']",tv9gujarati,0.0,5.0,,0.0,Neutral,3.0,0.0,0.0007554011179936546,0.030216044719746184,Mangaluru A whale shark was washed ashore near National Institute of Technology Karnataka (NIT) early morning today The carcass was picked up by the Marine Research department #Karnataka #TV9Newspic.twitter.com/plpIj1H83L,"['mangaluru', 'whale', 'shark', 'washed', 'ashore', 'near', 'national', 'institute', 'technology', 'karnataka', 'nit', 'early', 'morning', 'today', 'carcass', 'picked', 'marine', 'research', 'department', 'karnataka', 'tv9newspic', 'twitter', 'com', 'plpij1h83l']","[('mangaluru', 'NNS'), ('whale', 'JJ'), ('shark', 'NN'), ('washed', 'VBD'), ('ashore', 'RB'), ('near', 'IN'), ('national', 'JJ'), ('institute', 'NN'), ('technology', 'NN'), ('karnataka', 'NN'), ('nit', 'RB'), ('early', 'JJ'), ('morning', 'NN'), ('today', 'NN'), ('carcass', 'NN'), ('picked', 'VBD'), ('marine', 'JJ'), ('research', 'NN'), ('department', 'NN'), ('karnataka', 'VBD'), ('tv9newspic', 'JJ'), ('twitter', 'NN'), ('com', 'NN'), ('plpij1h83l', 'NN')]","['mangaluru', 'shark', 'institute', 'technology', 'karnataka', 'morning', 'today', 'carcass', 'research', 'department', 'twitter', 'com', 'plpij1h83l']",2,1,3.0
132,"mangaluru: a whale shark was washed ashore near national institute of technology, karnataka (nit), early morning today. the carcass was picked up by the marine research department. #karnataka pic.twitter.com/tqvec23ujs",ANI,1145029340540952576,2019-06-29 18:00:43,['Karnataka'],ANI,134.0,550.0,,0.0,Neutral,3.0,0.19793205317577547,0.08309412297930201,15.199688109718608,Mangaluru A whale shark was washed ashore near National Institute of Technology Karnataka (NIT) early morning today The carcass was picked up by the Marine Research department #Karnataka pic.twitter.com/tqvec23UJs,"['mangaluru', 'whale', 'shark', 'washed', 'ashore', 'near', 'national', 'institute', 'technology', 'karnataka', 'nit', 'early', 'morning', 'today', 'carcass', 'picked', 'marine', 'research', 'department', 'karnataka', 'pic', 'twitter', 'com', 'tqvec23ujs']","[('mangaluru', 'NNS'), ('whale', 'JJ'), ('shark', 'NN'), ('washed', 'VBD'), ('ashore', 'RB'), ('near', 'IN'), ('national', 'JJ'), ('institute', 'NN'), ('technology', 'NN'), ('karnataka', 'NN'), ('nit', 'RB'), ('early', 'JJ'), ('morning', 'NN'), ('today', 'NN'), ('carcass', 'NN'), ('picked', 'VBD'), ('marine', 'JJ'), ('research', 'NN'), ('department', 'NN'), ('karnataka', 'VBD'), ('pic', 'JJ'), ('twitter', 'NN'), ('com', 'NN'), ('tqvec23ujs', 'NN')]","['mangaluru', 'shark', 'institute', 'technology', 'karnataka', 'morning', 'today', 'carcass', 'research', 'department', 'twitter', 'com', 'tqvec23ujs']",2,1,3.0
133,national institute of technology (nit) karnataka recruitment for library professional… https://goo.gl/fb/rfrgw3 ,LISLINKS,1144975365623955456,2019-06-29 14:26:14,[],LISLINKS,0.0,0.0,,0.0,Neutral,3.0,0.0,0.0,0.0,National Institute of Technology (NIT Karnataka Recruitment for Library Professional,"['national', 'institute', 'technology', 'nit', 'karnataka', 'recruitment', 'library', 'professional']","[('national', 'JJ'), ('institute', 'NN'), ('technology', 'NN'), ('nit', 'JJ'), ('karnataka', 'NNP'), ('recruitment', 'NN'), ('library', 'JJ'), ('professional', 'NN')]","['institute', 'technology', 'karnataka', 'recruitment', 'professional']",0,0,3.0
134,"national institute of technology surathkal (nitk) - about, courses, cutoff, fees, seats, ranking & connectivity!

#nitsurathkal #engineering #nit #technology #nitk #surathkal #karnataka #education #institute #college #collegehumara
https://collegehumara.com/list-of-colleges/list-of-nits/nit-surathkal …",CollegeHumara,1144493854030098432,2019-06-28 06:32:53,"['NITSurathkal', 'engineering', 'NIT', 'technology', 'NITK', 'surathkal', 'karnataka', 'education', 'institute', 'college', 'collegehumara']",collegehumara,0.0,0.0,,0.0,Neutral,3.0,0.0,0.0,0.0,National Institute of Technology Surathkal (NITK About Courses Cutoff Fees Seats Ranking Connectivity! #NITSurathkal #engineering #NIT #technology #NITK #surathkal #karnataka #education #institute #college #collegehumara …,"['national', 'institute', 'technology', 'surathkal', 'nitk', 'courses', 'cutoff', 'fees', 'seats', 'ranking', 'connectivity', 'nitsurathkal', 'engineering', 'nit', 'technology', 'nitk', 'surathkal', 'karnataka', 'education', 'institute', 'college', 'collegehumara']","[('national', 'JJ'), ('institute', 'NN'), ('technology', 'NN'), ('surathkal', 'NN'), ('nitk', 'NN'), ('courses', 'VBZ'), ('cutoff', 'NN'), ('fees', 'NNS'), ('seats', 'NNS'), ('ranking', 'VBG'), ('connectivity', 'NN'), ('nitsurathkal', 'RB'), ('engineering', 'NN'), ('nit', 'NN'), ('technology', 'NN'), ('nitk', 'JJ'), ('surathkal', 'NN'), ('karnataka', 'NN'), ('education', 'NN'), ('institute', 'NN'), ('college', 'NN'), ('collegehumara', 'NN')]","['institute', 'technology', 'surathkal', 'nitk', 'cutoff', 'fees', 'seats', 'connectivity', 'engineering', 'nit', 'technology', 'surathkal', 'karnataka', 'education', 'institute', 'college', 'collegehumara']",0,0,3.0
135,national institute of technology karnataka recruitment for the post of trainee : last date 31st july 2019. http://dlvr.it/r7qlft ,LIS NEWS,1144446088000110592,2019-06-28 03:23:04,[],LIScNews,0.0,0.0,,0.0,Neutral,3.0,0.0,0.0,0.0,National Institute of Technology Karnataka Recruitment for the post of Trainee Last Date 31st July 2019,"['national', 'institute', 'technology', 'karnataka', 'recruitment', 'post', 'trainee', 'last', 'date', '31st', 'july', '2019']","[('national', 'JJ'), ('institute', 'NN'), ('technology', 'NN'), ('karnataka', 'FW'), ('recruitment', 'NN'), ('post', 'NN'), ('trainee', 'NN'), ('last', 'JJ'), ('date', 'NN'), ('31st', 'CD'), ('july', 'NN'), ('2019', 'CD')]","['institute', 'technology', 'recruitment', 'post', 'trainee', 'date', 'july']",0,0,3.0
136,national institute of technology (nit) karnataka non teaching staff recruitment http://skiwolfmedia.net/national-institute-of-technology-nit-karnataka-non-teaching-staff-recruitment/ …pic.twitter.com/uo6gk1qdrq,Skiwolfmedia.net,1144007720539971584,2019-06-26 22:21:09,[],TANIVASHRAF,0.0,0.0,,0.0,Neutral,3.0,0.0,0.0,0.0,National Institute of Technology (NIT Karnataka non teaching Staff Recruitment …pic.twitter.com/uO6GK1qdRq,"['national', 'institute', 'technology', 'nit', 'karnataka', 'non', 'teaching', 'staff', 'recruitment', 'pic', 'twitter', 'com', 'uo6gk1qdrq']","[('national', 'JJ'), ('institute', 'NN'), ('technology', 'NN'), ('nit', 'JJ'), ('karnataka', 'NN'), ('non', 'NN'), ('teaching', 'VBG'), ('staff', 'NN'), ('recruitment', 'NN'), ('pic', 'NN'), ('twitter', 'NN'), ('com', 'NN'), ('uo6gk1qdrq', 'NN')]","['institute', 'technology', 'karnataka', 'non', 'staff', 'recruitment', 'pic', 'twitter', 'com', 'uo6gk1qdrq']",0,0,3.0
137,"nit jobs 2019 – 137 junior assistant, technician & various posts http://bit.ly/2jah9uu 

nit recruitment 2019 for 137 junior assistant, technician & various posts: national institute of technology, karnataka has issued an official notification for the recruitment of junior ass…",Govt Job Guide,1143236019384410112,2019-06-24 19:14:41,[],GovtJobGuide,0.0,0.0,,0.0,Neutral,3.0,0.0,0.0,0.0,NIT Jobs 2019 137 Junior Assistant Technician Various Posts NIT Recruitment 2019 for 137 Junior Assistant Technician Various Posts National Institute of Technology Karnataka has issued an official notification for the recruitment of Junior Ass…,"['nit', 'jobs', '2019', '137', 'junior', 'assistant', 'technician', 'various', 'posts', 'nit', 'recruitment', '2019', '137', 'junior', 'assistant', 'technician', 'various', 'posts', 'national', 'institute', 'technology', 'karnataka', 'issued', 'official', 'notification', 'recruitment', 'junior', 'ass']","[('nit', 'NN'), ('jobs', 'NNS'), ('2019', 'CD'), ('137', 'CD'), ('junior', 'NN'), ('assistant', 'NN'), ('technician', 'JJ'), ('various', 'JJ'), ('posts', 'NNS'), ('nit', 'RB'), ('recruitment', 'JJ'), ('2019', 'CD'), ('137', 'CD'), ('junior', 'NN'), ('assistant', 'NN'), ('technician', 'JJ'), ('various', 'JJ'), ('posts', 'NNS'), ('national', 'JJ'), ('institute', 'NN'), ('technology', 'NN'), ('karnataka', 'NNP'), ('issued', 'VBD'), ('official', 'JJ'), ('notification', 'NN'), ('recruitment', 'NN'), ('junior', 'JJ'), ('ass', 'NN')]","['nit', 'jobs', 'junior', 'assistant', 'posts', 'junior', 'assistant', 'posts', 'institute', 'technology', 'karnataka', 'notification', 'recruitment', 'ass']",0,0,3.0
138,"hello sports buddies,

here's an update......
the fresher's cup is going to starts on oct ..

save the date...
#eyes_on_the_rise
#freshers_cup @ national institute of technology, karnataka https://www.instagram.com/p/b3kzzn2fn1p/?igshid=5drhvf7vevw9 …",NITK Phoenix Offical,1179856371413438464,2019-10-03 20:30:54,"['eyes_on_the_rise', 'Freshers_cup']",NitkPhoenix,0.0,1.0,,0.4939,Positive,3.9878,0.0,0.00015108022359873092,0.006043208943949237,"Hello sports Buddies, Here's an update...... the fresher's cup is going to starts on Oct .. Save the Date... #eyes_on_the_rise #Freshers_cup National Institute of Technology Karnataka …","['hello', 'sports', 'buddies', 'update', 'fresher', 'cup', 'going', 'starts', 'oct', 'save', 'date', 'eyes_on_the_rise', 'freshers_cup', 'national', 'institute', 'technology', 'karnataka']","[('hello', 'JJ'), ('sports', 'NNS'), ('buddies', 'NNS'), ('update', 'VBP'), ('fresher', 'JJ'), ('cup', 'NN'), ('going', 'VBG'), ('starts', 'NNS'), ('oct', 'RB'), ('save', 'VBP'), ('date', 'NN'), ('eyes_on_the_rise', 'NN'), ('freshers_cup', 'JJ'), ('national', 'JJ'), ('institute', 'NN'), ('technology', 'NN'), ('karnataka', 'NN')]","['sports', 'buddies', 'cup', 'starts', 'date', 'eyes_on_the_rise', 'institute', 'technology', 'karnataka']",0,1,4.9878
139,"govt job: national institute of technology karnataka recruitment 2019 apply for junior research fellow posts 
http://bit.ly/2og6qai pic.twitter.com/jq6n7x6qgt",Engineer Feed,1179029345496514560,2019-10-01 13:44:35,[],theengineerfeed,0.0,0.0,,0.0,Neutral,3.0,0.0,0.0,0.0,Govt Job National Institute of Technology Karnataka Recruitment 2019 apply for Junior Research Fellow posts pic.twitter.com/Jq6N7X6QGt,"['govt', 'job', 'national', 'institute', 'technology', 'karnataka', 'recruitment', '2019', 'apply', 'junior', 'research', 'fellow', 'posts', 'pic', 'twitter', 'com', 'jq6n7x6qgt']","[('govt', 'NNS'), ('job', 'NN'), ('national', 'JJ'), ('institute', 'NN'), ('technology', 'NN'), ('karnataka', 'FW'), ('recruitment', 'NN'), ('2019', 'CD'), ('apply', 'NN'), ('junior', 'JJ'), ('research', 'NN'), ('fellow', 'JJ'), ('posts', 'NNS'), ('pic', 'VBP'), ('twitter', 'NN'), ('com', 'NN'), ('jq6n7x6qgt', 'NN')]","['govt', 'job', 'institute', 'technology', 'recruitment', 'apply', 'research', 'posts', 'twitter', 'com', 'jq6n7x6qgt']",0,0,3.0
140,"govt job: national institute of technology karnataka recruitment 2019 apply for junior research fellow posts 
https://engineerfeed.com/2019/09/62971/ pic.twitter.com/zqvqqzjr4m",Engineer Feed,1177975698364829696,2019-09-28 15:57:46,[],theengineerfeed,0.0,0.0,,0.0,Neutral,3.0,0.0,0.0,0.0,Govt Job National Institute of Technology Karnataka Recruitment 2019 apply for Junior Research Fellow posts pic.twitter.com/ZQvQQZjR4m,"['govt', 'job', 'national', 'institute', 'technology', 'karnataka', 'recruitment', '2019', 'apply', 'junior', 'research', 'fellow', 'posts', 'pic', 'twitter', 'com', 'zqvqqzjr4m']","[('govt', 'NNS'), ('job', 'NN'), ('national', 'JJ'), ('institute', 'NN'), ('technology', 'NN'), ('karnataka', 'FW'), ('recruitment', 'NN'), ('2019', 'CD'), ('apply', 'NN'), ('junior', 'JJ'), ('research', 'NN'), ('fellow', 'JJ'), ('posts', 'NNS'), ('pic', 'VBP'), ('twitter', 'NN'), ('com', 'NN'), ('zqvqqzjr4m', 'NN')]","['govt', 'job', 'institute', 'technology', 'recruitment', 'apply', 'research', 'posts', 'twitter', 'com', 'zqvqqzjr4m']",0,0,3.0
141,"government jobs | rozgar
national institute of technology

post name: junior research fellow
last date: 21 oct 2019
location: karnataka
education: http://m.e-m.tech 
more info: http://bit.ly/2lwbpyo 
#jobvacancy #careers #governments #jobfairypic.twitter.com/vfemlqiszp",Rozgar.com,1177561022418292736,2019-09-27 12:30:00,"['JobVacancy', 'Careers', 'governments', 'jobfairypic']",rozgar_India,0.0,0.0,,0.0,Neutral,3.0,0.0,0.0,0.0,Government Jobs Rozgar National Institute Of Technology Post Name Junior Research Fellow Last Date 21 Oct 2019 Location Karnataka Education More Info #JobVacancy #Careers #governments #jobfairypic.twitter.com/vFeMlQIszp,"['government', 'jobs', 'rozgar', 'national', 'institute', 'technology', 'post', 'name', 'junior', 'research', 'fellow', 'last', 'date', '21', 'oct', '2019', 'location', 'karnataka', 'education', 'info', 'jobvacancy', 'careers', 'governments', 'jobfairypic', 'twitter', 'com', 'vfemlqiszp']","[('government', 'NN'), ('jobs', 'NNS'), ('rozgar', 'VBP'), ('national', 'JJ'), ('institute', 'NN'), ('technology', 'NN'), ('post', 'NN'), ('name', 'NN'), ('junior', 'JJ'), ('research', 'NN'), ('fellow', 'NN'), ('last', 'JJ'), ('date', 'NN'), ('21', 'CD'), ('oct', 'NN'), ('2019', 'CD'), ('location', 'NN'), ('karnataka', 'FW'), ('education', 'NN'), ('info', 'NN'), ('jobvacancy', 'NN'), ('careers', 'NNS'), ('governments', 'NNS'), ('jobfairypic', 'VBP'), ('twitter', 'NN'), ('com', 'NN'), ('vfemlqiszp', 'NN')]","['government', 'jobs', 'institute', 'technology', 'post', 'name', 'research', 'fellow', 'date', 'oct', 'location', 'education', 'info', 'jobvacancy', 'careers', 'governments', 'twitter', 'com', 'vfemlqiszp']",0,0,3.0
142,"hello sports buddies,

here's an update......
the fresher's cup is going to starts on oct ..

save the date...
#eyes_on_the_rise
#freshers_cup @ national institute of technology, karnataka https://www.instagram.com/p/b3kzzn2fn1p/?igshid=5drhvf7vevw9 …",NITK Phoenix Offical,1179856371413438464,2019-10-03 20:30:54,"['eyes_on_the_rise', 'Freshers_cup']",NitkPhoenix,0.0,1.0,,0.4939,Positive,3.9878,0.0,0.00015108022359873092,0.006043208943949237,"Hello sports Buddies, Here's an update...... the fresher's cup is going to starts on Oct .. Save the Date... #eyes_on_the_rise #Freshers_cup National Institute of Technology Karnataka …","['hello', 'sports', 'buddies', 'update', 'fresher', 'cup', 'going', 'starts', 'oct', 'save', 'date', 'eyes_on_the_rise', 'freshers_cup', 'national', 'institute', 'technology', 'karnataka']","[('hello', 'JJ'), ('sports', 'NNS'), ('buddies', 'NNS'), ('update', 'VBP'), ('fresher', 'JJ'), ('cup', 'NN'), ('going', 'VBG'), ('starts', 'NNS'), ('oct', 'RB'), ('save', 'VBP'), ('date', 'NN'), ('eyes_on_the_rise', 'NN'), ('freshers_cup', 'JJ'), ('national', 'JJ'), ('institute', 'NN'), ('technology', 'NN'), ('karnataka', 'NN')]","['sports', 'buddies', 'cup', 'starts', 'date', 'eyes_on_the_rise', 'institute', 'technology', 'karnataka']",0,1,4.9878
143,"govt job: national institute of technology karnataka recruitment 2019 apply for junior research fellow posts 
http://bit.ly/2og6qai pic.twitter.com/jq6n7x6qgt",Engineer Feed,1179029345496514560,2019-10-01 13:44:35,[],theengineerfeed,0.0,0.0,,0.0,Neutral,3.0,0.0,0.0,0.0,Govt Job National Institute of Technology Karnataka Recruitment 2019 apply for Junior Research Fellow posts pic.twitter.com/Jq6N7X6QGt,"['govt', 'job', 'national', 'institute', 'technology', 'karnataka', 'recruitment', '2019', 'apply', 'junior', 'research', 'fellow', 'posts', 'pic', 'twitter', 'com', 'jq6n7x6qgt']","[('govt', 'NNS'), ('job', 'NN'), ('national', 'JJ'), ('institute', 'NN'), ('technology', 'NN'), ('karnataka', 'FW'), ('recruitment', 'NN'), ('2019', 'CD'), ('apply', 'NN'), ('junior', 'JJ'), ('research', 'NN'), ('fellow', 'JJ'), ('posts', 'NNS'), ('pic', 'VBP'), ('twitter', 'NN'), ('com', 'NN'), ('jq6n7x6qgt', 'NN')]","['govt', 'job', 'institute', 'technology', 'recruitment', 'apply', 'research', 'posts', 'twitter', 'com', 'jq6n7x6qgt']",0,0,3.0
144,"govt job: national institute of technology karnataka recruitment 2019 apply for junior research fellow posts 
https://engineerfeed.com/2019/09/62971/ pic.twitter.com/zqvqqzjr4m",Engineer Feed,1177975698364829696,2019-09-28 15:57:46,[],theengineerfeed,0.0,0.0,,0.0,Neutral,3.0,0.0,0.0,0.0,Govt Job National Institute of Technology Karnataka Recruitment 2019 apply for Junior Research Fellow posts pic.twitter.com/ZQvQQZjR4m,"['govt', 'job', 'national', 'institute', 'technology', 'karnataka', 'recruitment', '2019', 'apply', 'junior', 'research', 'fellow', 'posts', 'pic', 'twitter', 'com', 'zqvqqzjr4m']","[('govt', 'NNS'), ('job', 'NN'), ('national', 'JJ'), ('institute', 'NN'), ('technology', 'NN'), ('karnataka', 'FW'), ('recruitment', 'NN'), ('2019', 'CD'), ('apply', 'NN'), ('junior', 'JJ'), ('research', 'NN'), ('fellow', 'JJ'), ('posts', 'NNS'), ('pic', 'VBP'), ('twitter', 'NN'), ('com', 'NN'), ('zqvqqzjr4m', 'NN')]","['govt', 'job', 'institute', 'technology', 'recruitment', 'apply', 'research', 'posts', 'twitter', 'com', 'zqvqqzjr4m']",0,0,3.0
