,id_review,rating,compound,Sentiment,pred,temp_pred,fin_pred
ChdDSUhNMG9nS0VJQ0FnSUN3bGVhTXBnRRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNBay1uWllnEAE,(Translated by Google) God  (Original) Gud,5.0,0.5267,Positive,3,4.0,4
ChdDSUhNMG9nS0VJQ0FnSURBbktHOG13RRAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUN3NU1pX25BRRAB,Very good place for Post Graduate Studies. The professors are very good & on track with latest technologies. The campus life is 24/7 active! Studying here was a turning point in my life. It gave me the confident on technology & taught me the self reliance. The number of startups from this institute speaks for itself.,5.0,0.9166,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSUNRckxLX0ZREAE,Highly qualified faculty. Motivated students. Fun campus. Wonderful experience doing Masters here.,5.0,0.8824,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUNRcDV5QXF3RRAB,,4.0,1.5,Positive,5,4.0,4
ChZDSUhNMG9nS0VJQ0FnSURncXN6N1dBEAE,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSURRX1lUNmhnRRAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNnbnRYLTNnRRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURBa0w3NkV3EAE,Superb college in Electronic City First Phase,5.0,0.6249,Positive,3,4.0,4
ChZDSUhNMG9nS0VJQ0FnSUNBM0xDWFZ3EAE, ,5.0,0.0,Neutral,2,3.5,4
ChZDSUhNMG9nS0VJQ0FnSURBX0pYdFNBEAE,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUN3c05TRWtRRRAB,,4.0,1.5,Positive,5,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUNBOWRpNXV3RRAB,,3.0,1.5,Positive,5,3.0,3
ChdDSUhNMG9nS0VJQ0FnSUNBbEtuQ29RRRAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSURBbHBLYzBBRRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURnbVpfeU9nEAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURBMDhpTVRBEAE,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSURBbEw3cXV3RRAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSURnb01UVjVRRRAB,,4.0,1.5,Positive,5,4.0,4
ChdDSUhNMG9nS0VJQ0FnSURBc2ZMZ2dRRRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNRbzQyQUpnEAE,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSURBOHA2MXFnRRAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNBc3EteTFBRRAB,,4.0,1.5,Positive,5,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUNBeEpDS3V3RRAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNnNnRQbHhRRRAB,"nice faculties, decent placements, good infrastructure, fees is bit high but it is worth studying here.:-) ",5.0,0.5106,Positive,3,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUNRNUs2WS1nRRAB,Just in love with college..,5.0,0.6369,Positive,3,4.0,4
ChZDSUhNMG9nS0VJQ0FnSURBcy12TmJ3EAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURRcjVuZWVBEAE,Lively atmosphere 24/7,5.0,0.4404,Positive,3,4.0,4
ChdDSUhNMG9nS0VJQ0FnSURRX2V2RnFBRRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURBOU15SkZ3EAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNRdnNLQmNBEAE,"When you are in iiitb, you are at a place where you can create a 'work' which is as good as anybody else in the world, anywhere can create, if not better. Believe it! ",5.0,0.6106,Positive,3,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUNnNnNLNHBnRRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUN3Z2NuLWJnEAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURnc3Atb0dnEAE,Wonderful college,5.0,0.5719,Positive,3,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUNBc3RTZXR3RRAB,"It is the best institute for IT. Its competitors are IIITH,IIITD and IIITA.",5.0,0.6369,Positive,3,4.0,4
ChZDSUhNMG9nS0VJQ0FnSURRdXJxd1RREAE,Quality of education speaks itself !!.... Best college in India for PG specially in IT.,5.0,0.6988,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSURBN3NISmpnRRAB,,3.0,1.5,Positive,5,3.0,3
ChdDSUhNMG9nS0VJQ0FnSUNnNTgyc2pBRRAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNRdFptM21nRRAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSURRcDRDcTRBRRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUNBbkt2N1hBEAE,Awesome university for PG and UG. ,5.0,0.6249,Positive,3,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUN3bmE2UzZ3RRAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNBcjRtUXVRRRAB,,4.0,1.5,Positive,5,4.0,4
ChZDSUhNMG9nS0VJQ0FnSURBdzZhOUp3EAE,Not good for those who want to take indepth knowledge in Computer Science... Highly placement oriented study..,3.0,-0.2746,Negative,1,2.0,2
ChZDSUhNMG9nS0VJQ0FnSUNBeG9QWEtREAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURneFp2Y1R3EAE,Best Suited place for Higher Education. Nice and competitive environment. Great place to grow beyond the boundary..  ,5.0,0.9153,Positive,4,4.5,5
ChZDSUhNMG9nS0VJQ0FnSURBLUwyY05BEAE,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSURBdXNXUGlRRRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURnbnZfcVJ3EAE,Quality of education is par with any other institute in india,5.0,0.0,Neutral,2,3.5,4
ChdDSUhNMG9nS0VJQ0FnSUN3ekw3eGpnRRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURnb2F6dERBEAE,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSUN3M0xHU01BEAE,"Small campus, Good Infrastructure, more than 10 years old and still looks brand new. Excellent professors. Just go to iiitb.ac.in and check out the qualifications of the professors. Quality and standars of education are very good. In my opinion, IIIT B is one of the best places to study in India.",5.0,0.9324,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUN3bGJXbW5nRRAB,(Translated by Google) khti  (Original) khti,3.0,0.3182,Positive,3,3.0,3
ChdDSUhNMG9nS0VJQ0FnSUN3aG9fdWhBRRAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNnaXNfbTFRRRAB,,5.0,1.5,Positive,5,5.0,5
ChdDSUhNMG9nS0VJQ0FnSUNBeGZYMF9nRRAB,"The best place to do MTech, where u can learn a lot.High class facilities,excellent faculty, 100% placements.Will be definetly a successful career option",5.0,0.8402,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUNnblktVGl3RRAB,"A small yet wonderful academic environment. Great profs, amazing students. Love this place. ",5.0,0.9501,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSUN3aDdMSXFnRRAB,"ont of the best college after top IIT's for masters , even better then some IIT's ,top class faculties n good infrastructure ,  hostel n food facilities also very nice ...  ",5.0,0.9402,Positive,4,4.5,5
ChdDSUhNMG9nS0VJQ0FnSURRdnU3QXpnRRAB,,5.0,1.5,Positive,5,5.0,5
ChZDSUhNMG9nS0VJQ0FnSURncU83MElnEAE,This is my college and I love the hell out of this place. ,5.0,-0.1027,Negative,2,3.5,4
ChZDSUhNMG9nS0VJQ0FnSUNBZzU3c2FnEAE,Nicely maintained campus. Highly competitive environment. ,4.0,0.5984,Positive,3,3.5,4
ChZDSUhNMG9nS0VJQ0FnSURRbW9qTFBBEAE,One of the the best colleges across the country for masters. Curriculum: Very Good Faculty: Excellent Quality Of Education: Best Placements: Good~Very Good (Depends) Infrastructure: Good Sports: Average Campus Life: Excellent Research: Good Overall: Very Good. Better than NITS and some IITs in many aspects. ,4.0,0.9876,Positive,4,4.0,4
ChZDSUhNMG9nS0VJQ0FnSURnXzhPWFR3EAE,Too much stress. Too many things to do. And the benefit hardly matches your effort. ,3.0,0.0516,Positive,2,2.5,2
ChdDSUhNMG9nS0VJQ0FnSURBdnFfSjhnRRAB,,3.0,1.5,Positive,5,3.0,3
ChZDSUhNMG9nS0VJQ0FnSURBeUphUVV3EAE,Its a good college..,5.0,0.4404,Positive,3,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUNndExlb3hBRRAB,Very good college for masters degree..,5.0,0.4927,Positive,3,4.0,4
ChdDSUhNMG9nS0VJQ0FnSUNBMXFqbTFBRRAB,Very small,2.0,0.0,Neutral,2,2.0,2
