,Unnamed: 0,Topic,question,Followers,Answers,Ratio,Engagement potential,Last action,Parsed time,Question link,answers,compound,Sentiment,old_score,followers_n,engagement,sentiment_score
27,27,Amrita-School-of-Engineering-Amritapuri-1,What is Amrita value program and culture education in 1st year? What do they teach?,4,4,4/4,No,Followed,2018-05-23,https://www.quora.com/What-is-Amrita-value-program-and-culture-education-in-1st-year-What-do-they-teach,"Apart from the usual Vedas, puranas and stories from Ramayana and Mahabharata, you will have to learn Amma's life story, which can suck (duh!). But the topics in Vedas and Indian history can be a bit interesting though. Then you also have an optional course in the 2nd year I think, which goes more into Vedic maths, Ayurveda and all ( no life stories of Amma and no bullshit here) which can be very interesting. Also this elective is an easy to score topic. So if you wanna improve your CGPA, go ahead with it. The exams of value education were easy though. MCQ mainly and very few questions that requ Continue ReadingApart from the usual Vedas, puranas and stories from Ramayana and Mahabharata, you will have to learn Amma's life story, which can suck (duh!). But the topics in Vedas and Indian history can be a bit interesting though. Then you also have an optional course in the 2nd year I think, which goes more into Vedic maths, Ayurveda and all ( no life stories of Amma and no bullshit here) which can be very interesting. Also this elective is an easy to score topic. So if you wanna improve your CGPA, go ahead with it. The exams of value education were easy though. MCQ mainly and very few questions that require written answers so you will just have to mug up a few pieces of information and that will be enough for you to bag a decent score. ",0.3356,Positive,3.6712,0.2,1,4.6712
28,28,Amrita-School-of-Engineering-Amritapuri-1,"My College is having seriously unhygienic food, what can I do ? The management is not at all responding",1,1,1/1,No,Requested,2018-03-24,https://www.quora.com/My-College-is-having-seriously-unhygienic-food-what-can-I-do-The-management-is-not-at-all-responding,"I would like to comment over the question,This is not just a change. It is a revolution. The students of Amrita amritapuri campus have been suffering from unhygienic food and cleanlilessness for the past decade. These problem exist in all Amrita campuses from the day the university was born. The incident happened on 20 march 2018 was one of the 4 times happened in the past 4 months. The intensity of such practices have been increasing rapidly and are happening more oftenly than before. And also during the strike students also suffered from lathi charge from police without doing any violence at the midnight. The strike was very peaceful. Still police attacked the students inside the campus. This does not look like justice to me. The students got angry and when questioned the police said we will make a false case against students and file a FIR.During the discussion of the issue when students raised the voice about the trespassing of police inside campus the management left in the middle of meeting ",-0.16293636363636363,Negative,2.6741272727272727,0.05,0,2.6741272727272727
29,29,Amrita-School-of-Engineering-Amritapuri-1,What are the problems that you face as an engineering student of Amrita University?,12,5,12/5,No,Followed,2019-03-13,https://www.quora.com/What-are-the-problems-that-you-face-as-an-engineering-student-of-Amrita-University,"I can say this is the worst college in this world. Faculty can fail anyone in this college (if they have a vengeance or didn't like him/her). Faculty can pass anyone (if they like them, they did a favour for a faculty or put soap for faculty). Few facilities are good. I am talking about one of the specific department in Amrita. One incident happened, one of faculty who doesn't like me, failed me in his subject. In which I got a pretty good internels (he told me that he will fail me on my face, for coming late to one fucking class). I am studying 6th year still now he is failing me in the subjec Continue ReadingI can say this is the worst college in this world. Faculty can fail anyone in this college (if they have a vengeance or didn't like him/her). Faculty can pass anyone (if they like them, they did a favour for a faculty or put soap for faculty). Few facilities are good. I am talking about one of the specific department in Amrita. One incident happened, one of faculty who doesn't like me, failed me in his subject. In which I got a pretty good internels (he told me that he will fail me on my face, for coming late to one fucking class). I am studying 6th year still now he is failing me in the subject. Faculty can play in your life. Attrition between the faculties, can cost you. They will reduce the grade or fail you. Full of internal politics. There is option called reevaluation. I don't even know, someone passed using that. But instead failed. Re appearance is another option which is also useful without internals. You will be pushed to last option called Re-registration The most fucked up rule is that Re-registration, you want to go to class with the juniors. Sit with them study with them for a whole semester. How frustrating is this. But faculties think it is cool. Because of this rule lot of people suicide in Amrita. I too had a lot of suicidal thoughts. But not worth it. Not for the shit like Amrita. In every college students keep arrears. I am not blaming the college for my arrears. But the difference comes in clearing those. It is very hard to clear a arrear (Prior to 2015 batch). This is totally a fucked up college. If I ask a faculty to pass me. They will reply with, if I do that I won't be true to my profession. They will get 4–8 lakhs for a management. In the name of the trust (They have a strong support from Central Ruling party). Is there a truth in a profession now?? That too yearly fees nearly 3 lakhs This amount of fees, food is not good. Wardens thinks themself like a commissioners. Watchmen thinks everyone as a terrorist. One time my mom was not allowed inside the college. Worst feeling I ever got. Amrita is only money focused. Some people may think it is about religious or divine. Everything is about making money. My advise First Don't complain and waste your valuable time. No use of complain. They will take no action. They won't even help you out. Second Try to study and not to keep arrears Third Don't join this college. Join someother college and enjoy life. No use of petition. This college will never change. You should change yourself. ",-0.02553275862068966,Neutral,2.9489344827586206,0.6,1,2.9489344827586206
30,30,Amrita-School-of-Engineering-Amritapuri-1,What are the problems that you face as an engineering student of Amrita University?,12,5,12/5,No,Followed,2019-03-13,https://www.quora.com/What-are-the-problems-that-you-face-as-an-engineering-student-of-Amrita-University,"First fact, this being a subjective question, since the problems, are situations that you are not used to, each of us here might tell you different stories. Since what you’re looking for is a general answer, I shall try my best to include everything that I’ve heard Hostel timingsIf you’re a girl, the hostel timings would be of concern for you. Especially during the first year. They want you in by around 7–8pm.Boys, the in-time to hostel is 9pm. Its pretty decent and extends to 10pm. So no issues.The gate pass.This, is probably the only problem that I see most objected. You have to apply a daContinue ReadingFirst fact, this being a subjective question, since the problems, are situations that you are not used to, each of us here might tell you different stories. Since what you’re looking for is a general answer, I shall try my best to include everything that I’ve heard Hostel timingsIf you’re a girl, the hostel timings would be of concern for you. Especially during the first year. They want you in by around 7–8pm.Boys, the in-time to hostel is 9pm. Its pretty decent and extends to 10pm. So no issues.The gate pass.This, is probably the only problem that I see most objected. You have to apply a day prior to get a pass sanctioned to go home or outside the campus.Ofcourse, you could ask your parents to call up the warden and they’d issue an emergency pass.The food, I’ve heard too commonly to be revolting and boring.Personally, I just don’t like the afternoon menu. Morning and Night, I’m a fan of the food they give. Except that the chapatis sometimes are harder than usual, because they’re machine-made. Fair trade.Here, there’s another fact to consider. It’s a general thought process among the students to be complaining about mess food. So, looking through their coloured glasses, ofcourse they’ll convince themselves they were true.Ragging issues.The university is very strict about this, and one of my classmates has been suspended for an year for a ragging case, of hurting a first year physically.I’ve got a suggestion to make here.Personally I see ragging as a way people who have insecurities about they’re dignity convince themselves that they’re important by demanding respect from their juniors. What can you do if you’re in such a situation?I’d suggest respect them, because they’ll be glad you helped their ego, and chances are, might let you go. If it doesn’t look like it is, or they’re starting to disturb you physically or ask for money, get help. Call the national anti-ragging helpline, 1800–180–5522. Once filed as a complaint there, they contact the Uni and ensure that strict action has been taken.Amrita, I don’t think it should bother you a lot because most of the seniors are aware of the consequences. However, there are some freshers that talk back to the seniors disrespectfully, and this might just provoke them to do something. Stay safe, give a little respect, or atleast pretend to be giving some.Academic syllabi for freshers. Personally, I felt this too. There aren’t a lot of core subjects coming in on the first year. All branches follow the same syllabi. Hence, most of it might seem dull for somebody who wanted further education in their core subjects.Hanging out with the opposite gender.There are a couple of professors who don’t want to see you hanging out with a lot of girls/boys. If you know that your intentions are pure, I’d suggest you best ignore them.The CGPA!Here’s the biggest guy of all. This little thing matters so much to the students and the parents. So much that it has been promoted from being the academic benchmark, to “life benchmark”.I do ask for the CGPA of my friends, and I see that some are reluctant to share the same. This kinda explains that they’re afraid of people judging them. I would say my CGPA without reluctance, because I know for a fact that it has nothing to do with how good/bad I am as a human.There. That's it.This is all that came to my mind. Hope I helped in some way! ",0.09820285714285713,Positive,3.196405714285714,0.6,1,4.196405714285714
31,31,Amrita-School-of-Engineering-Amritapuri-1,What are the hostel rules of Amrita Amritapuri for CS engineering. Are we allowed to use the Cricket and other facilities after college hours?,1,3,1/3,No,Followed,2017-06-28,https://www.quora.com/What-are-the-hostel-rules-of-Amrita-Amritapuri-for-CS-engineering-Are-we-allowed-to-use-the-Cricket-and-other-facilities-after-college-hours,"Well I am now a second year student (CSE) in Amritapuri campus and during my first year I am accommodated in the hostel Prahalada bhavan. Here are some of the rules 1.The hostel gates will be open from 4:45am to 6:30pm then by 8:00pm again the gates will be opened for your dinner and then closes by 9:15pm. Any way if you wanted to stay at the college for a reasonable purpose you should carry a stay back form from the respective faculty as attendance will de taken twice at 6:30pm and again night after your mess(9:45pm). 2.You can not use electronic heaters, extension chords. If you have any porta Continue ReadingWell I am now a second year student (CSE) in Amritapuri campus and during my first year I am accommodated in the hostel Prahalada bhavan. Here are some of the rules 1.The hostel gates will be open from 4:45am to 6:30pm then by 8:00pm again the gates will be opened for your dinner and then closes by 9:15pm. Any way if you wanted to stay at the college for a reasonable purpose you should carry a stay back form from the respective faculty as attendance will de taken twice at 6:30pm and again night after your mess(9:45pm). 2.You can not use electronic heaters, extension chords. If you have any portable speakers you can use within limits(not too loud). 3.The hostel is located inside the ashram premises you can not wear cloths like shorts and boxers, but you can wear dothies. 4.If you wanted to play cricket (with you own kit) you should go to the playing ground at the college as there is no sufficient place for cricket but you can play badminton as there is a badminton court. Now coming to the second year hostel I am in the hostel named Shivam where I can use extension chords,but not heaters, attendance will be taken only once i.e, after your dinner and the hostel gates will be closed by 8:30 pm and note that mess and the hostel are compounded in second year hostel but not in first year. Anyway if you carry a stay back form you will be allowed after the closing time and there is no dress restrictions as now you will not be in ashram now in second year you can play cricket here as we have a small ground at the backside of the hostel with a basketball court and in second year hostel there will be a common T.V area where we watch cricket matches,or any other sports. But with all this freedom comes more responsibilities. Thank you. ",0.17297333333333334,Positive,3.345946666666667,0.05,0,3.345946666666667
32,32,Amrita-School-of-Engineering-Amritapuri-1,What are the hostel rules of Amrita Amritapuri for CS engineering. Are we allowed to use the Cricket and other facilities after college hours?,1,3,1/3,No,Followed,2017-06-28,https://www.quora.com/What-are-the-hostel-rules-of-Amrita-Amritapuri-for-CS-engineering-Are-we-allowed-to-use-the-Cricket-and-other-facilities-after-college-hours,"Coming to rules, you will be given a rules book at the time of the Orientation program. If you are a freshman, you have to stay at Prahalad Bhavan which is at the other side of the backwaters. There will attendance twice a day 6.30 PM and 9.30 PM ( we used to have that timings ). So on holidays, it is not a big issue. You can go in the early morning and you can return to hostel by 6.30 PM. On the other days, you may not have a good play ( one or two hours max ). If you want to go for any club like FOSS, sports or for any activity ( if you miss your attendance ), you are asked to submit the stay  Continue ReadingComing to rules, you will be given a rules book at the time of the Orientation program. If you are a freshman, you have to stay at Prahalad Bhavan which is at the other side of the backwaters. There will attendance twice a day 6.30 PM and 9.30 PM ( we used to have that timings ). So on holidays, it is not a big issue. You can go in the early morning and you can return to hostel by 6.30 PM. On the other days, you may not have a good play ( one or two hours max ). If you want to go for any club like FOSS, sports or for any activity ( if you miss your attendance ), you are asked to submit the stay back form which one can get at the respective clubs, or coaches. So, if you can get into you the cricket team, you can get a stay back form and you can go for practice after college hours. Hope that this helps you, Venu ",0.16324666666666668,Positive,3.3264933333333335,0.05,0,3.3264933333333335
33,33,Amrita-School-of-Engineering-Amritapuri-1,What are the links to Amrita University’s counselling seat positions that are currently occupied?,6,4,6/4,No,Followed,2018-05-29,https://www.quora.com/What-are-the-links-to-Amrita-University%E2%80%99s-counselling-seat-positions-that-are-currently-occupied,"There are 3 people following this question. I wish I could save one atleast. I did MTech from the prestigious amrita univeristy coimbatore campus and now working as a single employee in a company at north india. Yeah, I earn 7000 Rupees per month, Dude , I did MTech hearing those placement stories , and spent almost 6 Lakhs for 2 year course. Loan EMI is 12,000 per month. Financial stability of my house is at a stake. Girlfriend is about to get married. Trying for PhD at foreign universities and nothing is working. Doing a door to door salesman job here. If you need life, dont go to that hell. I Continue ReadingThere are 3 people following this question. I wish I could save one atleast. I did MTech from the prestigious amrita univeristy coimbatore campus and now working as a single employee in a company at north india. Yeah, I earn 7000 Rupees per month, Dude , I did MTech hearing those placement stories , and spent almost 6 Lakhs for 2 year course. Loan EMI is 12,000 per month. Financial stability of my house is at a stake. Girlfriend is about to get married. Trying for PhD at foreign universities and nothing is working. Doing a door to door salesman job here. If you need life, dont go to that hell. I know almost all MTech batchmates of mine are still unemployed or working in IT, after doing specialisation in core. Escape dude. Amrita will ruin your carrier ",0.010504347826086972,Neutral,3.021008695652174,0.3,1,3.021008695652174
34,34,Amrita-School-of-Engineering-Amritapuri-1,What are the links to Amrita University’s counselling seat positions that are currently occupied?,6,4,6/4,No,Followed,2018-05-29,https://www.quora.com/What-are-the-links-to-Amrita-University%E2%80%99s-counselling-seat-positions-that-are-currently-occupied,Amrita University B. Tech. Counseling Seat Availability Status 2017 Updated till the counseling date -17th June ,0.0,Neutral,3.0,0.3,1,3.0
35,35,Amrita-School-of-Engineering-Amritapuri-1,"How can we see the vacant positions in the Amrita counselling seats, either live or at the end of the day?",1,2,1/2,No,Followed,2017-06-12,https://www.quora.com/How-can-we-see-the-vacant-positions-in-the-Amrita-counselling-seats-either-live-or-at-the-end-of-the-day,I am afraid I have to say that option is not available currently for this academic year. They provided a complete session by session counselling status last year. You will have to contact the respective campus admission cell for knowledge of that session or day's progress in terms of filling up of seats. Nevertheless you can still try logging in to the Amrita Site select campus and keep an eye for any news regarding the counselling if they end up adding that option. ,0.1702,Positive,3.3404,0.05,0,3.3404
36,36,Amrita-School-of-Engineering-Amritapuri-1,"How can we see the vacant positions in the Amrita counselling seats, either live or at the end of the day?",1,2,1/2,No,Followed,2017-06-12,https://www.quora.com/How-can-we-see-the-vacant-positions-in-the-Amrita-counselling-seats-either-live-or-at-the-end-of-the-day,The status of the seats in counselling is updated after every session and day and can be seen at www.amrita.edu The updated link is https://www.amrita.edu/news/amrita-university-b-tech-counseling-seat-availability-status-2017 ,0.0,Neutral,3.0,0.05,0,3.0
37,37,Amrita-School-of-Engineering-Amritapuri-1,Which is better between CSE (specialty in bioinformatics) in VIT Vellore and CSE at Amrita Amritapuri campus?,2,1,2/1,No,Followed,2017-06-09,https://www.quora.com/Which-is-better-between-CSE-specialty-in-bioinformatics-in-VIT-Vellore-and-CSE-at-Amrita-Amritapuri-campus,"I don’t know much about VIT’s CS program. If you are interested in CSE, Amrita University’s Amritapuri campus is a good place to study in. See answers to Is Amrita University, Amritapuri Campus a good place for BTech CSE? and Why Amrita University, Amritapuri Campus is a good place to study CSE? for more about CSE @ Amritapuri. ",0.31232,Positive,3.62464,0.1,0,3.62464
38,38,Amrita-School-of-Engineering-Amritapuri-1,"Which is better for CSE, the Amrita Coimbatore campus or the Amrita Amritapuri campus?",1,1,1/1,No,Requested,2017-05-05,https://www.quora.com/Which-is-better-for-CSE-the-Amrita-Coimbatore-campus-or-the-Amrita-Amritapuri-campus,"absolutely it is AMRITAPURI for CSE. with academics in AMRITAPURI a CSE student have many ways to pursue his/her carrier. Clubs such as FOSS, BIOS, ICPC , and many other workshops are being conducted. ",0.0,Neutral,3.0,0.05,0,3.0
39,39,Amrita-School-of-Engineering-Amritapuri-1,"For a rank of 6,320, will I get into a CSE in Amrita, Coimbatore?",3,4,3/4,No,Followed,2017-05-17,https://www.quora.com/For-a-rank-of-6-320-will-I-get-into-a-CSE-in-Amrita-Coimbatore,I believe it is not possible to predict with reasonable accuracy which options will be available during your counseling turn. See Is it possible to determine which programme I can enroll for depending on my rank in the Amrita engineering entrance exam? for more information. You should monitor the seat availability status(used to published at end of each day counseling; not sure how it’s done now) to get a better idea of prospects. ,0.120825,Positive,3.24165,0.15,1,4.24165
40,40,Amrita-School-of-Engineering-Amritapuri-1,"For a rank of 6,320, will I get into a CSE in Amrita, Coimbatore?",3,4,3/4,No,Followed,2017-05-17,https://www.quora.com/For-a-rank-of-6-320-will-I-get-into-a-CSE-in-Amrita-Coimbatore,"If you are from Tamil Nadu state, you'll have state quota in the Coimbatore campus. So you have a serious chance of getting into Amrita, Coimbatore. But if you are from any other state, only ranks around 1k would get you a seat at Amrita school of engineering, Coimbatore, for CSE. ",0.0593,Positive,3.1186,0.15,1,4.1186
41,41,Amrita-School-of-Engineering-Amritapuri-1,Can I get into CSE at Amrita with a rank of 19k?,3,4,3/4,No,Followed,2017-05-06,https://www.quora.com/Can-I-get-into-CSE-at-Amrita-with-a-rank-of-19k,"If you have chance to go to any other college, I advise you to do so. Please keep AMRITA as your last option. P.S. Join AMRITA only if you get a seat in Coimbattore. The other campuses are just profit running campuses for them. And finally you wont get a merit seat with 19k (You’ll get a if you’re either SC/ST). You can only get through donation. If you definitely want a placement please join CSE, other branches wont guarantee you a placement. ",0.20950000000000002,Positive,3.419,0.15,1,4.4190000000000005
42,42,Amrita-School-of-Engineering-Amritapuri-1,Can I get into CSE at Amrita with a rank of 19k?,3,4,3/4,No,Followed,2017-05-06,https://www.quora.com/Can-I-get-into-CSE-at-Amrita-with-a-rank-of-19k,"If you are not eligible for state quota, as per the current counselling schedule, you cannot attend the counselling. If you are eligible for state quota, then you might get a seat. It is hard to predict accurately though. See Is it possible to determine which programme I can enroll for depending on my rank in the Amrita engineering entrance exam? for more on this. Also, remember 19K is close to the closing rank for current counselling call. ",-0.017116666666666665,Neutral,2.9657666666666667,0.15,1,2.9657666666666667
43,43,Amrita-School-of-Engineering-Amritapuri-1,"Which Amrita branch is better for CSE, Amritapuri or Coimbatore?",9,5,9/5,No,Followed,2019-06-24,https://www.quora.com/Which-Amrita-branch-is-better-for-CSE-Amritapuri-or-Coimbatore,"Personally I can't comment on the facilities in the Coimbatore campus, but I will speak of the possibilities that are available to a student at Amritapuri campus.  The first thing I would like to tell you is about the place. The campus is located near the backwaters(as seen the picture above) and the view from the top of building are awesome. Then there is the Ashram where you get to interact with a lots of people, even foreigners who come to visit Amritapuri. If you're someone who is passionate about technology you will find the clubs at Amritapuri to be really interesting. The FOSS club(FOSS@Am Continue ReadingPersonally I can't comment on the facilities in the Coimbatore campus, but I will speak of the possibilities that are available to a student at Amritapuri campus.  The first thing I would like to tell you is about the place. The campus is located near the backwaters(as seen the picture above) and the view from the top of building are awesome. Then there is the Ashram where you get to interact with a lots of people, even foreigners who come to visit Amritapuri. If you're someone who is passionate about technology you will find the clubs at Amritapuri to be really interesting. The FOSS club(FOSS@Amrita) and the Cyber secuity team(BI0S) at Amritapuri is well known for their achievements. The students in the FOSS club work really hard to learn new things and to follow their passion. They contribute to various Open Source projects, which in turn helps them develop their skills. These students also gets to visit various conferences and events due to their experience. The alumni of the club are very successful and are always there to help their juniors. The students participate for various events like Google Summer of Code, Outreachy and Hackathons. Last year there were 12 selects ( 10 GSoC + 1 Outreachy ), which clearly shows the enthusiasm and dedication of students from Amritapuri Campus. You can get more info of about the achievements on the club here. The BI0S security club is ranked 1st in India, crossing teams from IITS and other universities. The have managed to remain first in India for almost all CTF contents that they have played. The team is managed by students and mentors who are working day in and out to improve their technical skills. There are additional clubs like the ICPC and programming club who students have managed to reach ICPC finals. ",0.3608409090909091,Positive,3.721681818181818,0.45,1,4.721681818181818
44,44,Amrita-School-of-Engineering-Amritapuri-1,"Which Amrita branch is better for CSE, Amritapuri or Coimbatore?",9,5,9/5,No,Followed,2019-06-24,https://www.quora.com/Which-Amrita-branch-is-better-for-CSE-Amritapuri-or-Coimbatore,"Hey, Since I’m a CSE undergrad at Amrita University, Amritapuri campus I can only talk more about Amritapuri campus than coimbatore campus. I guess the syllabus that both Amritapuri as well as coimbatore campus have are similiar. Rather than the academic stuff, I’m someone who concentrates more in non-academic stuff. Being an member of an active club in the college FOSS@Amrita, I would suggest him to join Amritapuri campus if he is really passionate about pursing computer science. For more you can drop me a mail at anikethgireesh@gmail.com Also reading this will be worthwhile, Is Amrita University Continue ReadingHey, Since I’m a CSE undergrad at Amrita University, Amritapuri campus I can only talk more about Amritapuri campus than coimbatore campus. I guess the syllabus that both Amritapuri as well as coimbatore campus have are similiar. Rather than the academic stuff, I’m someone who concentrates more in non-academic stuff. Being an member of an active club in the college FOSS@Amrita, I would suggest him to join Amritapuri campus if he is really passionate about pursing computer science. For more you can drop me a mail at anikethgireesh@gmail.com Also reading this will be worthwhile, Is Amrita University, Amritapuri Campus a good place for BTech CSE? Hope this solves your query :) ",0.34378000000000003,Positive,3.68756,0.45,1,4.6875599999999995
45,45,Amrita-School-of-Engineering-Amritapuri-1,What is the average package for Amrita University Amritapuri CSE?,3,2,3/2,No,Followed,2017-05-01,https://www.quora.com/What-is-the-average-package-for-Amrita-University-Amritapuri-CSE,"Placements are unified for all campuses so individual campus statistics are hard to come by. There are many good jobs available and also slightly lower paying but easier to get jobs. If you are interested in CSE, studying at the Amrita University’s Amritapuri campus is a good choice. The answers to the following questions would be helpful. Is Amrita University, Amritapuri Campus a good place for BTech CSE?Why Amrita University, Amritapuri Campus is a good place to study CSE?Which Amrita branch is better for CSE, Amritapuri or Coimbatore?What happens in the FOSS club on the Amritapuri campus? ",0.5798599999999999,Positive,4.15972,0.15,1,5.0
46,46,Amrita-School-of-Engineering-Amritapuri-1,What is the average package for Amrita University Amritapuri CSE?,3,2,3/2,No,Followed,2017-05-01,https://www.quora.com/What-is-the-average-package-for-Amrita-University-Amritapuri-CSE,"Some placement related statistics and information is available at B. Tech. Placements: Amrita University B. Tech. Admission 2017. I don’t know if Amritapuri specific information is available. However, if you are into CSE and are actively improving skills and help other members in one of the student clubs for CSE, I don’t think jobs will be a problem. Everyone needs skilled people - there is always a shortfall of them. ",0.0781125,Positive,3.156225,0.15,1,4.156225
47,47,Amrita-School-of-Engineering-Amritapuri-1,What makes Amrita University Amritapuri CSE different from others?,2,1,2/1,No,Followed,2017-05-01,https://www.quora.com/What-makes-Amrita-University-Amritapuri-CSE-different-from-others,"I think the answers to Is Amrita University, Amritapuri Campus a good place for BTech CSE? and Why Amrita University, Amritapuri Campus is a good place to study CSE? describe some of the opportunities available at Amritapuri for CSE students. ",0.42086666666666667,Positive,3.8417333333333334,0.1,0,3.8417333333333334
48,48,Amrita-School-of-Engineering-Amritapuri-1,What rank will I get on scoring 90 marks in AEEE (Amrita entrance exam)?,9,3,9/3,No,Followed,2019-04-30,https://www.quora.com/What-rank-will-I-get-on-scoring-90-marks-in-AEEE-Amrita-entrance-exam,"It depends upon various factors such as state quota,local quota ,Nri quota generally for CSE at coimbatore if you are having state quota (students of tamil nadu) last year cutoff is around 14k and without state quota it is 1400 and it varies with your branch and campus ….. ",0.0,Neutral,3.0,0.45,1,3.0
49,49,Amrita-School-of-Engineering-Amritapuri-1,What rank will I get on scoring 90 marks in AEEE (Amrita entrance exam)?,9,3,9/3,No,Followed,2019-04-30,https://www.quora.com/What-rank-will-I-get-on-scoring-90-marks-in-AEEE-Amrita-entrance-exam,"It changes every year. Moreover, marks are never published, it’s just the rank. ",0.0,Neutral,3.0,0.45,1,3.0
50,50,Amrita-School-of-Engineering-Amritapuri-1,"For Amrita entrance for a B.Tech, what weightage is given to the 11th and 12th syllabus?",1,1,1/1,No,Followed,2017-04-20,https://www.quora.com/For-Amrita-entrance-for-a-B-Tech-what-weightage-is-given-to-the-11th-and-12th-syllabus,"I think the question should be, what is the weightage of the subjects?. Weightage will be always divided between the subjects. Mathematics 40 questions 120 marks Physics 30 questions 90 marks Chemistry 30 questions 90 marks ",0.0,Neutral,3.0,0.05,0,3.0
51,51,Amrita-School-of-Engineering-Amritapuri-1,What are the highest and average salaries offered in Amrita? What company offers them?,11,3,11/3,No,Followed,2019-06-09,https://www.quora.com/What-are-the-highest-and-average-salaries-offered-in-Amrita-What-company-offers-them,"Amazon offers the highest salary among the companies that comes for placements. The CTC is approximately 13.84 lakhs per annum. Amazon is closely followed by Microsoft which offers a CTC of 12 lakhs per annum. Cisco offers a salary package of 10 lakhs per annum. The average salary will be around 5-6 lakhs per annum. There will be a couple of companies like Zoho, Musigma which will offer a CTC of 6 lakhs per annum. P.S: This is only for CS. ",0.10242857142857144,Positive,3.204857142857143,0.55,1,4.2048571428571435
52,52,Amrita-School-of-Engineering-Amritapuri-1,What are the highest and average salaries offered in Amrita? What company offers them?,11,3,11/3,No,Followed,2019-06-09,https://www.quora.com/What-are-the-highest-and-average-salaries-offered-in-Amrita-What-company-offers-them,"Well a lot of companies (around 100) do visit Amrita for Btech alone,the list includes top org like Amazon ,Cisco,Intuit.The highest package is offered by INTUIT till the recent placement pool with 19+ L CTC ,but during the las t pool it was Microsoft with 23+ L CTC@ ,it was followed by Amzon with 15+ L CTC. average salaries are around 5 L CTC. ",0.76265,Positive,4.5253,0.55,1,5.0
53,53,Amrita-School-of-Engineering-Amritapuri-1,Does Amrita University consider +2 board exam marks while evaluating the ranks?,5,12,5/12,No,Followed,2019-06-21,https://www.quora.com/Does-Amrita-University-consider-+2-board-exam-marks-while-evaluating-the-ranks,"No they don't. Ranks are completely based on your performance in AEEE. They don't even ask for your board exam roll number while you apply for the exam. Do they? The below is my personal experience with Amrita university's admission process. I had a very bad score in my HSS of 68.2% with a PCM of 68,57,64. But I had a decent rank in AEEE (around 4k).. While attending the counselling all they checked for was the rank in AEEE ,whether ive secured above 55% in each of the three subjects individually and whether the aggregate of PCM is greater than 60%.. Luckily i cleared every hurdle and even manage Continue ReadingNo they don't. Ranks are completely based on your performance in AEEE. They don't even ask for your board exam roll number while you apply for the exam. Do they? The below is my personal experience with Amrita university's admission process. I had a very bad score in my HSS of 68.2% with a PCM of 68,57,64. But I had a decent rank in AEEE (around 4k).. While attending the counselling all they checked for was the rank in AEEE ,whether ive secured above 55% in each of the three subjects individually and whether the aggregate of PCM is greater than 60%.. Luckily i cleared every hurdle and even managed to get the seat in the fast filling COURSE of that year XD. Peace. Amaidhi Amaidhi ",0.05311176470588236,Positive,3.1062235294117646,0.25,1,4.106223529411764
54,54,Amrita-School-of-Engineering-Amritapuri-1,Does Amrita University consider +2 board exam marks while evaluating the ranks?,5,12,5/12,No,Followed,2019-06-21,https://www.quora.com/Does-Amrita-University-consider-+2-board-exam-marks-while-evaluating-the-ranks,"No ,absolutely not their ranking systems are truley based on marks which we get in their MCQ exam,conducting by amrita univesity, accordingly they will sort our ranks and publish their results. At the time of joining they will go through your board exam mark , but it will not be a great impact ,worst case scenario is when i attended the counselling ,a boy who has more than my rank but he has low board exam mark considered to be less than 80% , so he didnt got seated in amrita . ",-0.6126,Negative,1.7748,0.25,1,1.0
55,55,Amrita-School-of-Engineering-Amritapuri-1,"How good is the faculty for Aeronautical Engineering (B.Tech) in IARE ? Is it worth joining if I already got a seat in Amrita University,Amritapuri?",4,6,4/6,No,Followed,2017-06-28,https://www.quora.com/How-good-is-the-faculty-for-Aeronautical-Engineering-B-Tech-in-IARE-Is-it-worth-joining-if-I-already-got-a-seat-in-Amrita-University-Amritapuri,"To be honest, there is very less amount of PROPER aeronautical oriented teaching things are just complicated and qualities such as innovation, leadership and out of the box thinking are not welcome at our college. Better go to any other college rather than IARE ,no matter what you do the teaching staff will try to lure you into taking a career in the IT sector. They will only care if you want to join a shitty software company , if that's where you want to be then be my guest and welcome to IARE. ",0.5494666666666667,Positive,4.098933333333333,0.2,1,5.0
56,56,Amrita-School-of-Engineering-Amritapuri-1,"How good is the faculty for Aeronautical Engineering (B.Tech) in IARE ? Is it worth joining if I already got a seat in Amrita University,Amritapuri?",4,6,4/6,No,Followed,2017-06-28,https://www.quora.com/How-good-is-the-faculty-for-Aeronautical-Engineering-B-Tech-in-IARE-Is-it-worth-joining-if-I-already-got-a-seat-in-Amrita-University-Amritapuri,"I dont know much information about Amrita. I heard it is a good one. But i did my EEE in IARE. Not happy absolutely. No one takes care. No one feels responsible.Faculty keeps changing 3 to 4 times a year. Less campus placement. They will boast our products got selected for IBM, INFY etc. But these selections are for call centrez. I request you to dont waste your time anymore on this.. Fhank u. ",0.02611,Neutral,3.05222,0.2,1,3.05222
