,Unnamed: 0,Topic,question,Followers,Answers,Ratio,Engagement potential,Last action,Parsed time,Question link,answers,compound,Sentiment,old_score,followers_n,engagement,sentiment_score
115,115,PES-University-1,"What is the best Centre back combination to use in PES 2020 mobile, especially to stop featured Mbappe?",1,3,1/3,No,Followed,2020-04-16,https://www.quora.com/What-is-the-best-Centre-back-combination-to-use-in-PES-2020-mobile-especially-to-stop-featured-Mbappe,"Firstly, make sure you play any formation having minimum 4 defenders, which is very necessary for having an effective defense. You may even have 5 defenders as in the formations, 5–2–2–1 or 5–3–2, but 4 defenders are enough provided the right combination is played. Now, you may switch player positions as per your convenience, as in all 4 CBs or say 3 CBs and one LB or RB depending on the players you have in your overall squad. I feel that 2 CBs and 1 LB and RB is the most balanced defense. Your CBs should have high heading skills and LB and RB, both should have high speed and dribbling. The best  Continue ReadingFirstly, make sure you play any formation having minimum 4 defenders, which is very necessary for having an effective defense. You may even have 5 defenders as in the formations, 5–2–2–1 or 5–3–2, but 4 defenders are enough provided the right combination is played. Now, you may switch player positions as per your convenience, as in all 4 CBs or say 3 CBs and one LB or RB depending on the players you have in your overall squad. I feel that 2 CBs and 1 LB and RB is the most balanced defense. Your CBs should have high heading skills and LB and RB, both should have high speed and dribbling. The best defenders in PES 2020 mobile are, in order of preference…. CB: Virgil van Dijk, M. de Ligt, Ramos, Pique, Skriniar, Umtiti, Varane, Pavard RB: Semedo, Alexander-Arnold, Carvajal, Cancelo, Azpilicueta LB: Chilwell, Marcelo, Alaba, Jordi Alba, Sandro ",0.30607500000000004,Positive,3.61215,0.04,0,3.61215
116,116,PES-University-1,Is it better to go to a lighter design college like PES or a better college like Srishti (but tougher coursework) if you are trying to do a second attempt for UCEED and NID?,1,1,1/1,No,Followed,2020-04-16,https://www.quora.com/Is-it-better-to-go-to-a-lighter-design-college-like-PES-or-a-better-college-like-Srishti-but-tougher-coursework-if-you-are-trying-to-do-a-second-attempt-for-UCEED-and-NID,"That's really naive. Srishti is very easy for people who have cleared NId round 1 and have attained a rank under 900. So Srishti, MIT-ID and other top private colleges are the only backup options you should consider if you want to attempt NID-DAT and UCEED again. I dont want to be foul mouthed, but PES is not a good design college. Pes is not familiar with the design industry and it's requirements, nor is it familiar with design fundamentals and prospects. It is not a college to enter as a backup. And it's not a “slightly lighter design college"". Your Life is not a game of dice. Don't play with it. ",0.003488888888888887,Neutral,3.0069777777777777,0.04,0,3.0069777777777777
117,117,PES-University-1,"After a BE in CSE, does PES University help us in doing an MS in Computer Science in foreign countries?",2,2,2/2,No,Followed,2020-04-16,https://www.quora.com/After-a-BE-in-CSE-does-PES-University-help-us-in-doing-an-MS-in-Computer-Science-in-foreign-countries,"PESU won’t help you in doing a MS in Computer Science in foreign countries but it will definitely positions you better than most other engineering candidates applying to go abroad. (1) Curriculum in PESU is updated each year with addition of latest changes in technology. I had 2 machine learning courses along with a cloud computing and a data science course. The subjects you pursue in your undergrad helps a lot to convey to your dream college , that you why you are interested in a particular stream and how better you are in it, than other candidates (2) PESU gives a lot of importance to research Continue ReadingPESU won’t help you in doing a MS in Computer Science in foreign countries but it will definitely positions you better than most other engineering candidates applying to go abroad. (1) Curriculum in PESU is updated each year with addition of latest changes in technology. I had 2 machine learning courses along with a cloud computing and a data science course. The subjects you pursue in your undergrad helps a lot to convey to your dream college , that you why you are interested in a particular stream and how better you are in it, than other candidates (2) PESU gives a lot of importance to research and projects. Starting from the 2nd year you will be getting research credits projects. There are also various research centers in PESU which you can take advantage of. I, myself wrote my first research paper along with my teammates in the 1st year itself and yes, it was published in a renowned International conference. (3) PESU also has tie ups with many foreign colleges for summer internship after the 3rd year ends. Students can apply to those and pass an assessment (generally an interview) to fly to their dream internship. (4) PESU as a college is heavily inclined towards academics. You will find better peers here, most of them heading for a MS immediately after their Btech completes. Having a common goal of doing MS will help you sail through your undergrad and build a good profile. In the end, it will be you , who can really help yourself by utilizing all the amazing resources the college provides. PESU will help you to reach your goal but at last, you should be willing to put in those extra effort required to build a great profile. ",0.3917235294117647,Positive,3.7834470588235294,0.08,1,4.78344705882353
118,118,PES-University-1,"After a BE in CSE, does PES University help us in doing an MS in Computer Science in foreign countries?",2,2,2/2,No,Followed,2020-04-16,https://www.quora.com/After-a-BE-in-CSE-does-PES-University-help-us-in-doing-an-MS-in-Computer-Science-in-foreign-countries,"I'm not sure if PES helps you, but you can definitely help yourself. You can always ask your seniors and lecturers to suggest good schools for you. They're usually very helpful. There's a wide variety of tools (Yocket, US News, Magoosh, etc) to help you with the various processes involved in applying and doing Masters abroad. I believe that if you're passionate enough, you'll seek out the answers during the process. And don't worry, you're not alone. Many students before you have done it. And many will, in the future. All the best! ",0.4235888888888889,Positive,3.8471777777777776,0.08,1,4.847177777777778
119,119,PES-University-1,I'm currently in 6th Sem ECE at PESU RR campus. Is there any chance of me getting placed with my current CGPA of 6.63?,1,1,1/1,No,Requested,2020-04-04,https://www.quora.com/Im-currently-in-6th-Sem-ECE-at-PESU-RR-campus-Is-there-any-chance-of-me-getting-placed-with-my-current-CGPA-of-6-63,"You have chances of getting placed but you can't sit for many companies though, Accenture allowed for 6.5 and above so register for that if college sends mail. ",0.1027,Positive,3.2054,0.04,0,3.2054
120,120,PES-University-1,Which is better among PES University and MS Ramaiah for MBA in terms of placement and exposure? Please help,0,1,0/1,No,Requested,2020-04-03,https://www.quora.com/Which-is-better-among-PES-University-and-MS-Ramaiah-for-MBA-in-terms-of-placement-and-exposure-Please-help,"Of the two, pes is better. But try to contact students studying in the college and get a feedback regarding jobs, courses, internship etc. ",0.2202,Positive,3.4404,0.0,0,3.4404
121,121,PES-University-1,Which college among PES University and MS Ramaiah is better for MBA? How are the placements? I have total 3 years exp in IT.,0,1,0/1,No,Requested,2020-04-03,https://www.quora.com/Which-college-among-PES-University-and-MS-Ramaiah-is-better-for-MBA-How-are-the-placements-I-have-total-3-years-exp-in-IT,"Hey , As you have three years experience in IT field, Being an alumni of PES and closely have seen ramaiah institute.. Personally I don't recommend neither of these institutions if it is through management quota.. PES is a way ahead, if terms of placements and academics. But please don't choose business analytics..It has lowest placements.. Finance ,marketing and HR streams Placements are relatively better.. All the best. ",0.20173333333333332,Positive,3.4034666666666666,0.0,0,3.4034666666666666
122,122,PES-University-1,What's your suggestion to someone who has completed B.Tech in PES University (ECE branch) and looking for a VLSI job?,2,1,2/1,No,Followed,2020-03-31,https://www.quora.com/Whats-your-suggestion-to-someone-who-has-completed-B-Tech-in-PES-University-ECE-branch-and-looking-for-a-VLSI-job,"Do a course in VLSI. Design Verification, Physical Design, DFT are options. This takes half the time as Mtech and your resume will have more weight after completing the VLSI course, than after completing Mtech. ",0.0,Neutral,3.0,0.08,1,
123,123,PES-University-1,Is there any possibility of joining PESIT through management but don't have the eligibility of 60% aggregate in board for PESSAT? By any chance,1,1,1/1,No,Followed,2020-03-31,https://www.quora.com/Is-there-any-possibility-of-joining-PESIT-through-management-but-dont-have-the-eligibility-of-60-aggregate-in-board-for-PESSAT-By-any-chance,No ,-0.296,Negative,2.408,0.04,0,2.408
124,124,PES-University-1,I got 560 in MAT Feb 2020. I have one backlog due to health issues (I have a medical certificate of that). Can I apply for PES for an MBA?,1,1,1/1,No,Followed,2020-03-29,https://www.quora.com/I-got-560-in-MAT-Feb-2020-I-have-one-backlog-due-to-health-issues-I-have-a-medical-certificate-of-that-Can-I-apply-for-PES-for-an-MBA,"Between could you confirm, which semester you had backlog?? When you're giving exams for that?? For MBA classes starts by August September usually.. So I feel there is enough time.. ",0.103425,Positive,3.20685,0.04,0,3.20685
125,125,PES-University-1,"Which college is best for an MBA considering placements, syllabus, average salary, and fees structure, Christ or PES?",1,1,1/1,No,Followed,2020-03-29,https://www.quora.com/Which-college-is-best-for-an-MBA-considering-placements-syllabus-average-salary-and-fees-structure-Christ-or-PES,"Placement wise it's on par Fee structure in PES it is 8.5 lcs However there is oppurtunity for students to get through Pgcet as well with fee around 2lcs for two year MBA.. In Christ we don't have PGCET quota.. Rest all is similar we have Pessat entrance, they do have there entrance.. Christ is still more particular about disciple, behavior.. Pes you would have that liberty. Choice is you'rs.. All the best.. ",0.6001666666666666,Positive,4.200333333333333,0.04,0,4.200333333333333
126,126,PES-University-1,Is PESIT South Campus shifting to the Ring Road campus due to the construction of a medical college?,2,5,2/5,No,Followed,2020-03-24,https://www.quora.com/Is-PESIT-South-Campus-shifting-to-the-Ring-Road-campus-due-to-the-construction-of-a-medical-college,"No, maybe they will keep only CS, EC and shift other branches to main campus. ",0.0,Neutral,3.0,0.08,1,
127,127,PES-University-1,Is PESIT South Campus shifting to the Ring Road campus due to the construction of a medical college?,2,5,2/5,No,Followed,2020-03-24,https://www.quora.com/Is-PESIT-South-Campus-shifting-to-the-Ring-Road-campus-due-to-the-construction-of-a-medical-college,No. ,0.0,Neutral,3.0,0.08,1,
128,128,PES-University-1,Can I get admission in PESIT by management if I don't have eligibility for PESSAT but get gud rank in it?,0,4,0/4,No,Requested,2020-03-22,https://www.quora.com/Can-I-get-admission-in-PESIT-by-management-if-I-dont-have-eligibility-for-PESSAT-but-get-gud-rank-in-it,What do you mean by eligibility? You are mentioning both the things that you don't have eligibility and at the same time you are mentioning that you get a good rank in it! Please mention the question more elaborated way. ,0.27026666666666666,Positive,3.5405333333333333,0.0,0,3.5405333333333333
129,129,PES-University-1,Can I get admission in PESIT by management if I don't have eligibility for PESSAT but get gud rank in it?,0,4,0/4,No,Requested,2020-03-22,https://www.quora.com/Can-I-get-admission-in-PESIT-by-management-if-I-dont-have-eligibility-for-PESSAT-but-get-gud-rank-in-it,you can get a management quota seat. However they are in high demand and you need to go and reserve a seat even before your board exams commence. Given the demand getting a management quota seat is also not a guarantee. ,-0.1443,Negative,2.7114000000000003,0.0,0,2.7114000000000003
130,130,PES-University-1,Can I get a seat in a BMS/PES (top colleges) engineering college after writing the supplementary exam?,1,1,1/1,No,Followed,2020-03-23,https://www.quora.com/Can-I-get-a-seat-in-a-BMS-PES-top-colleges-engineering-college-after-writing-the-supplementary-exam,Yes provided you score top rank below 200 in cet or comedk or below 509 in pessat. Also the supplement exam should be over and results declared by the time seat allotment starts. ,0.27115,Positive,3.5423,0.04,0,3.5423
131,131,PES-University-1,"Is the management quota available in RVCE or other top colleges (BMSCE, PES, etc.)?",1,1,1/1,No,Followed,2020-03-18,https://www.quora.com/Is-the-management-quota-available-in-RVCE-or-other-top-colleges-BMSCE-PES-etc,"Yes ofcourse, go to college directly and meet management people and book your seat ",0.4019,Positive,3.8038,0.04,0,3.8038
132,132,PES-University-1,"Is there a cyber security branch in PES University Bangalore, and is it good?",1,1,1/1,No,Followed,2020-03-15,https://www.quora.com/Is-there-a-cyber-security-branch-in-PES-University-Bangalore-and-is-it-good,Nope. There are security related electives in CS though. ,0.17,Positive,3.34,0.04,0,3.34
133,133,PES-University-1,"As an average student, what is the difficulty level of the PESSAT for PES University? Can I get CSE easily?",1,1,1/1,No,Followed,2020-03-12,https://www.quora.com/As-an-average-student-what-is-the-difficulty-level-of-the-PESSAT-for-PES-University-Can-I-get-CSE-easily,I won't say easily but yes with good knowledge of the subjects and the concepts one can. The main constraint is time that is 1 min per question. ,0.3917,Positive,3.7834,0.04,0,3.7834
134,134,PES-University-1,What happens if I have a shortage in attendance for a no-credit course at PES University?,1,1,1/1,No,Followed,2020-03-04,https://www.quora.com/What-happens-if-I-have-a-shortage-in-attendance-for-a-no-credit-course-at-PES-University,They might ask you to submit some additional assignment to be written in each subject or attend make up classes. That's what happened during additional skill development classes(ASD) where many bunked and the minimum attendance requirement was 85% and were asked to do the above with a week left for ESA. I don't know what is the present scenario as for 2019 batch. It's better to confirm with your teachers. Cheers:) ,0.18342,Positive,3.36684,0.04,0,3.36684
135,135,PES-University-1,How many T1 companies will visit PES University in the 8th semester for the 2020 passout batch?,3,1,3/1,No,Followed,2020-03-08,https://www.quora.com/How-many-T1-companies-will-visit-PES-University-in-the-8th-semester-for-the-2020-passout-batch,a lot…..most companies that want to go to IIT will come to PESIT.However they may not take the same number of people. Even 12 years ago when I graduated we had 30 people out of 600 land T1 jobs which is like 5 percent. Today things will just be better. ,0.3182333333333333,Positive,3.6364666666666667,0.12,1,4.636466666666667
136,136,PES-University-1,What is PES University like for girls in terms of hostel rules and dress code?,2,1,2/1,No,Followed,2020-07-08,https://www.quora.com/What-is-PES-University-like-for-girls-in-terms-of-hostel-rules-and-dress-code,"I don’t know about PES university but I am very much sure about Lovely Professional University- LPU because currently, I’m pursuing my MBA(Hons) from LPU. LPU has good faculty and good infrastructure. LPU provides a very good study ambiance and is very up to date with the latest developments. Overall culture in the university seems to be good. The diversity of students from different cultures and different countries offers a good learning bed to learn and develop a more inclusive mindset. This mindset helps in being more accommodating and less judgemental in personal and professional life & students have to work hard on their own to study and learn the concepts. Mittal School of business is the management college of LPU. Mittal School Of Business Is Among The First 10 Institutions In India To Get ACBSP (USA) Accreditation. Mittal School of Business Is Ranked No. 2 Among Indian B-Schools In 'Outreach And Inclusivity' By NIRF 2018 Ranking Released By MHRD, Government Of India. When I joined LPU I was in confusion LPU placement but after coming here and experiencing LPU environment I m confident about LPU. Lovely Professional University (LPU) offers around 200 courses in diploma, undergraduate, graduate, postgraduate and doctoral levels with various specialization. “Hostel life = full of learnings” Hostel life is one life in which you became ugly, sensible and mature at the same time. I’m pursuing MBA (Hons) from Lovely Professional University- LPU and here I am enjoying my studies just because of my hostel life. when I joined LPU first time had a fear in me that was do I survive in a hostel? But know hostel life is the time. So there are many advantages if you are living a hostel life.you will learn many new things. you will learn how to manage your time and work.how to make new friends.value of your family.how to manage your money etc..So, now I come to your question you can wear whatever you want to wear you became ugly, sensible and mature at the same time only in hostel life. one picture of LPU hostel I m sharing with you   ",0.2933368421052632,Positive,3.5866736842105262,0.08,1,4.586673684210526
137,137,PES-University-1,What companies visited the PES University campus in 2019 placements? What packages did they offer?,5,1,5/1,Yes,Followed,2020-02-24,https://www.quora.com/What-companies-visited-the-PES-University-campus-in-2019-placements-What-packages-did-they-offer,"A lot of IT companies come to PES college. Cisco, Atlassian, ThoughtSpot, Deloitte, Amazon, PwC, MathWorks, Analog Devices, Accenture to name a few. Mind you that 80–85% of companies that visit PES are IT companies. A lot of students from other branches end up landing in an IT job. Roughly around 100 odd companies come to hire. That's on the lower end. Every year, placements get better, more companies enter. I'll give an advise. Trust me….. placements are not only about CGPA. If you have a 6.5 to 7 CGPA and if you are good at skills what they are looking for…. You'll get the job. Many people with a CGPA higher than 8.5–9 struggle at interviews. It's all about smart work not hard work…. Good luck!!! ",0.12345333333333336,Positive,3.246906666666667,0.2,1,4.246906666666667
138,138,PES-University-1,Does PES Bangalore accept the JEE?,4,3,4/3,No,Followed,2020-02-24,https://www.quora.com/Does-PES-Bangalore-accept-the-JEE,"Hello, JEE is not accepted for PES admission. There are 3 ways to take admission in PES University. 1)KCET - Through this entrance which is only for local Karnataka students. 2)PESSAT - This is all India level exam. if you get good rank then yes. 3)MANAGEMENT QUOTA - In this mode, the fee structure is quite high. Hope this helps. Thanks ",0.19824999999999998,Positive,3.3965,0.16,1,4.3965
139,139,PES-University-1,Does PES Bangalore accept the JEE?,4,3,4/3,No,Followed,2020-02-24,https://www.quora.com/Does-PES-Bangalore-accept-the-JEE,"No, you cannot join PES through JEE..You can join PES through 3 major modes, which are as follows: KCET - Karnataka State Exam - Lowest FeesPESSAT - All India Entrance for PES only - Moderate FeesManagement Quota - Highest FeesAll the best, if you are prepping for PES ",0.4427,Positive,3.8853999999999997,0.16,1,4.8854
140,140,PES-University-1,What you should know to get accepted in PES/Microsoft Innovation Lab at PES University?,4,1,4/1,Yes,Followed,2020-03-07,https://www.quora.com/What-you-should-know-to-get-accepted-in-PES-Microsoft-Innovation-Lab-at-PES-University,"I had recently attempted the test. So, i can give you a fresh perspective. The things you should know is Python AND C. Since we learn both the languages in first year. You should be adept in solving and debugging the codes. Finding the output of the code and alike. This comes only by practice. Practice a lot of problems and never stop learning more topics in it. The basics should be very clear and since there is a limitation in time, you should be very fast in solving. This too comes with practice. The other thing you should practice is General Aptitude. This is a vast subject to learn. Problems like work and time, trains, pipes and cisterns, counting figures, counting lines in a figure, age problems, hcf and lcm, coding and decoding etc are asked. To be an expert in this, you have to start early and keep preparing year round. It is asked everywhere, so it wouldnt be a waste, to invest your time in it. GA is asked in placements, internships, Gate, and other psu exams. You should also be fluent with all the basic subjects learnt in the first year. Make sure you practice competitive coding and are registered in various platforms like hackerearth, topcoder etc. Try to participate in contests and improve your ranking. This is the most important step. Keep improving your problem solving skills. Bottom line is, you gotta be very fast in solving the questions. The time limit is generally 1 question/minute. If you liked the answer, please acknowledge by upvoting. ",0.15743043478260868,Positive,3.3148608695652175,0.16,1,4.3148608695652175
141,141,PES-University-1,Is the product design course at PES University comparable to other top private design colleges such as Srishti or MITID? How is the placement scenario?,0,4,0/4,No,Requested,2020-02-05,https://www.quora.com/Is-the-product-design-course-at-PES-University-comparable-to-other-top-private-design-colleges-such-as-Srishti-or-MITID-How-is-the-placement-scenario,"First off, I'd like to clear a few misconceptions Number one, there is no such thing as an engineering aspect to design, nor is there such a thing as a management aspect. This is a fundamental misunderstanding of what design is. A designer is someone who understands his target market and designs appropriately. He doesn't “make a new product “ or “ make something pretty “. His job is to understand and make something professional and appealing to a target audience such that it resonates with them. Design from an engineering aspect is like journalism with a geology aspect: complete rubbish. You wou Continue ReadingFirst off, I'd like to clear a few misconceptions Number one, there is no such thing as an engineering aspect to design, nor is there such a thing as a management aspect. This is a fundamental misunderstanding of what design is. A designer is someone who understands his target market and designs appropriately. He doesn't “make a new product “ or “ make something pretty “. His job is to understand and make something professional and appealing to a target audience such that it resonates with them. Design from an engineering aspect is like journalism with a geology aspect: complete rubbish. You would very frankly be better off learning about psychology and sociology than engineering if you want to be an industrial designer. Good engineers are usually terrible designers. Indian designers are not like western ones, and no college in India has been proven capable of teaching students of how to bring a concept to manufacture ready in a 6 month timeframe. The things you learn in 4 years at NID, IIT, MIT-ID and Srishti will be covered in the first year of Emily Carr, Loughborough and Umea. Even a state school in USA teaches industrial/product design at a much, much more advanced level. So let's end that discussion there. Secondly, I do not recommend any new colleges for design. At all. period. The list is this: Nid ,iitb, iitg, MIT-id, Symbiosis, Srishti, DJAD. That's it. Don't believe me? Go on LinkedIn or Google Jobs and see job postings. Very frequently, you will get an outright preference for NID and IIT-B only. Sometimes you will also get a Srishti or MIT-id here and there. Symbiosis and DJAD too. Even Pearl and Isdi never come in the list despite being in the industry for far longer than PES. Thirdly ,let's talk about “product design “ ,namely scope. A lot of kids have probably heard that “product design has a lot of scope"" and this is true , but not for the reason you think it is. See, UI design has a huge variety of synonyms, like UX ,interface, motion graphics, interaction, etc. One of these synonyms is “ product design” , but this actually refers to digital products. These guys are mostly front end coders, not design professionals who specialize in layout. Thus, this term has a lot more to do with Ux , animation and graphic design than physical product design. In reality, classical industrial design has very little scope in india , since india doesn't actually have a true open market. The Government doesn't export a lot of products to other countries, so india has little incentive to demand design. Also, big companies do not need indian talent because almost all indian colleges, INCLUDING NID, are utter trash at design education when you compare them to their foreign counterparts. So the actual product design gigs are of low quality and uninteresting ,and these shit gigs will have MANY applications, mostly over 200. Meanwhile , great openings by companies like Cadbury and Kellogg's in the UK have like only 10 to 30 applicants. If you think there are a lot of jobs, trust me there aren't. Most ID professionals shift to UX since India is only a 3rd rate IT server economy that doesn't value anything for that matter. And great industrial design studios keep it very low, and they never take anyone so don't think there are many studio openings. I do not recommend a design job in India unless you have good to great aptitude. By that I mean you are EXTREMELY creative. Do something more worthwhile. Fourthly, there's something happening in every design college in India, something called a “ faculty crisis"" . What do I mean by that? Since there are very very stablished design professionals in the industry (around 100 to 150 with more than 10 years experience, since india only opened its market in 1991 under Singh's directive), there are not enough experienced designers who are capable of teaching students. Most of these professionals teach at NID after working for 18+ years, and some in private colleges like MIT-ID and Srishti. So what about newer colleges? They offer better packages to fresh masters graduates or PhD students than corporate postings, so these students decide to teach with minimal design experience. Plus faculty get shifted around good colleges too, due to expansion of the design education industry. In other words, the design education industry is more profit generating than the actual industry. Therefore, there are a lot of recycled graduates-turned-professors, and this will become worse as experienced professionals retire from teaching. So the actual good faculty is limited to these top colleges. Now you make your call. ",0.13962982456140352,Positive,3.279259649122807,0.0,0,3.279259649122807
142,142,PES-University-1,Is the product design course at PES University comparable to other top private design colleges such as Srishti or MITID? How is the placement scenario?,0,4,0/4,No,Requested,2020-02-05,https://www.quora.com/Is-the-product-design-course-at-PES-University-comparable-to-other-top-private-design-colleges-such-as-Srishti-or-MITID-How-is-the-placement-scenario,"Hey arya! I’m not exactly if I can comment on that. Their syllabus, way of teaching, faculty and infrastructure is really good because they have been there as a university for quite a long time. The syllabus followed by PES is closely similar to the one followed by IIT. Since PES University is an engineering college, they make sure to teach students not only the design aspect, but also engineering and management. Coming to the placements scenario. PES University’s Design department is fairly new. Companies and people in the industry do not know that there are students graduating with a B.Desig Continue ReadingHey arya! I’m not exactly if I can comment on that. Their syllabus, way of teaching, faculty and infrastructure is really good because they have been there as a university for quite a long time. The syllabus followed by PES is closely similar to the one followed by IIT. Since PES University is an engineering college, they make sure to teach students not only the design aspect, but also engineering and management. Coming to the placements scenario. PES University’s Design department is fairly new. Companies and people in the industry do not know that there are students graduating with a B.Design degree. I’m being totally honest, so the placements with the first batch graduating is a little hazy, meaning, not good. But with more contacts the students are getting, the placements are getting better. Whoever’s coming for placements have offered good packages. It will honestly take two- three years for design placements to flourish. I guess by the time you join, it would be really good. Plis PES University aims for 100% placements. So that’s an advantage. Hope this helped! ",0.19839565217391306,Positive,3.396791304347826,0.0,0,3.396791304347826
143,143,PES-University-1,"Which is better for CSE, PESU Bangalore or TIET Patiala?",2,1,2/1,No,Followed,2020-02-05,https://www.quora.com/Which-is-better-for-CSE-PESU-Bangalore-or-TIET-Patiala,Pesu Banglore is Far better option for cse in india if you compare with any private college. For more details call on 7323020613 ,0.2202,Positive,3.4404,0.08,1,4.4404
144,144,PES-University-1,What is the difference between comdek and PESSAT?,1,1,1/1,No,Followed,2020-01-26,https://www.quora.com/What-is-the-difference-between-comdek-and-PESSAT,"Comed-k is an exam focusing on PCM while PESSAT is an exam on PCM as well as English. PESSAT is much harder and you should be well aware of time while writing. If u get any college with the rank u got in comed-k, the fees will be much lesser. Mind you, that if you get PES through PESSAT, the fees is somewhere above 3.5lacs per year. (I don't think you can get into PES by writing comed-k…… Check with others because previously, it was not an option in comed-k). ",0.10928,Positive,3.21856,0.04,0,3.21856
145,145,PES-University-1,"After clearing the backlogs in B.Tech from PES University, does it add to my final GPA or are they not added for the final CGPA calculation?",0,1,0/1,No,Requested,2020-01-25,https://www.quora.com/After-clearing-the-backlogs-in-B-Tech-from-PES-University-does-it-add-to-my-final-GPA-or-are-they-not-added-for-the-final-CGPA-calculation,They are added to your final GPA. After clearing the backlog your GPA increases with the addition of the new grade. ,0.0,Neutral,3.0,0.0,0,3.0
146,146,PES-University-1,"Are PES Ring Road campus placements better than PES South Campus, or is it the same?",2,1,2/1,No,Followed,2020-01-21,https://www.quora.com/Are-PES-Ring-Road-campus-placements-better-than-PES-South-Campus-or-is-it-the-same,"PES Ring Road campus has better placements than the South Campus. Ring Road campus is the main campus under the PES University and is slightly better than the South campus in terms of infrastructure , professors and resources. With the South Campus coming under the PES University the scenario will be different. Placements will be more or less similar. ",0.2059,Positive,3.4118,0.08,1,4.4117999999999995
147,147,PES-University-1,What is the difference between the PES Ring Road campus and the South campus?,3,1,3/1,No,Followed,2020-01-27,https://www.quora.com/What-is-the-difference-between-the-PES-Ring-Road-campus-and-the-South-campus,"PES Ring Road Campus and South Campus are both under PES University now. PES Ring Road campus is the main branch and has facilities better than the South Campus. The main campus is better in infrastructure , professors and resources. Also during placements South Campus students have to visit the Main campus. ",0.2202,Positive,3.4404,0.12,1,4.4404
148,148,PES-University-1,How will you compare the difficulty levels of COMEDK & PESSAT?,2,1,2/1,No,Followed,2020-01-21,https://www.quora.com/How-will-you-compare-the-difficulty-levels-of-COMEDK-PESSAT,hello there! the difficulty level of PESSAT is usually always higher compared to COMEDK. you have to know more conceptual stuff to score well in PESSAT whereas COMEDK has more of direct questions asked. ,-0.022266666666666674,Neutral,2.9554666666666667,0.08,1,1.9554666666666667
149,149,PES-University-1,"What is the moderation of marks at PES in CGPA? By how much can I expect that my marks will increase in the 1st semester? On average, how much does the topper get in the 1st year?",1,1,1/1,No,Followed,2020-01-21,https://www.quora.com/What-is-the-moderation-of-marks-at-PES-in-CGPA-By-how-much-can-I-expect-that-my-marks-will-increase-in-the-1st-semester-On-average-how-much-does-the-topper-get-in-the-1st-year,As such there is no moderation of marks. You might expect zero marks to increase in the first semester as there are always multiple students getting a 10.0 sgpa and there is no chance for any moderation to happen as first year is very easy and of basic level. ,0.14170000000000002,Positive,3.2834,0.04,0,3.2834
150,150,PES-University-1,"How is the master’s program in data science and machine learning offered by Great Learning in collaboration with PES University, Bangalore?",11,1,11/1,Yes,Followed,2020-06-22,https://www.quora.com/How-is-the-master-s-program-in-data-science-and-machine-learning-offered-by-Great-Learning-in-collaboration-with-PES-University-Bangalore,"A scam, PES is a fraud engineering college because it does not offer these facilities to its students. There is nothing called as Data Science degree or certification. Since data science is a research arena of computer engineering hence presently no institution of the world is producing any skilled-employable data scientist. Period. No data science happens in India and there are no employable data scientists in India. There is infinite demand of the data scientists on Earth, in all the developed countries, even without any school or college degrees, Praveen Kumar Singh's post in Computer engg. research ",-0.25261428571428574,Negative,2.4947714285714286,0.44,1,1.4947714285714286
151,151,PES-University-1,I am studying in PES University. I got a sgpa of 9.1 in the first semester. I have taken admission through the PESSAT quota. What scholarship am I eligible for?,4,2,4/2,No,Followed,2020-01-16,https://www.quora.com/I-am-studying-in-PES-University-I-got-a-sgpa-of-9-1-in-the-first-semester-I-have-taken-admission-through-the-PESSAT-quota-What-scholarship-am-I-eligible-for,"Congratulations on your great achievement! You are definitely eligible for a scholarship. You are eligible for prof. CNRAO MERIT scholarship which is 20 percent of your tuition fee. Approximately you will be getting 42,000 rupee amount check and a certificate of merit. If you like my answer do give me it a upvote and I will be more than happy to answer more questions on college related topics as well as CS related topics. Do follow me on Quora to get regular updates. You can also ask me any doubt (related to CS) through Quora chat platform. Keep up the hard work! ",0.313325,Positive,3.62665,0.16,1,4.62665
152,152,PES-University-1,I am studying in PES University. I got a sgpa of 9.1 in the first semester. I have taken admission through the PESSAT quota. What scholarship am I eligible for?,4,2,4/2,No,Followed,2020-01-16,https://www.quora.com/I-am-studying-in-PES-University-I-got-a-sgpa-of-9-1-in-the-first-semester-I-have-taken-admission-through-the-PESSAT-quota-What-scholarship-am-I-eligible-for,"Nil, since you are capable of paying 3.20 L per year, why will anyone call you poor? Apply for student bank loan which you should have done at the beginning. Hope it's not too late. Go to bank and get clarification. Some caste based organisation give scholarship, if you belong to that caste, apply. ",0.18797999999999998,Positive,3.37596,0.16,1,4.37596
153,153,PES-University-1,How much CGPA is required to sit in placements for tire 1 IT job in PES University as a EEE student?,1,1,1/1,No,Followed,2020-01-13,https://www.quora.com/How-much-CGPA-is-required-to-sit-in-placements-for-tire-1-IT-job-in-PES-University-as-a-EEE-student,7 CGPA will do it for u ,0.0,Neutral,3.0,0.04,0,3.0
