,Unnamed: 0,Topic,question,Followers,Answers,Ratio,Engagement potential,Last action,Parsed time,Question link,answers,compound,Sentiment,old_score,followers_n,engagement,sentiment_score,old_score
160,160,International-Institute-of-Information-Technology-Bangalore-IIITB,Is it good get an online diploma in Data Analytics from IIIT B and UpGrad?,20,25,20/25,No,Followed,2019-02-19,https://www.quora.com/Is-it-good-get-an-online-diploma-in-Data-Analytics-from-IIIT-B-and-UpGrad,"Is it good get an online diploma in Data Analytics from IIIT B and UpGrad? Firstly, I would like to indicate here that I am a software professional working at a reputed Bank (Banking domain) in IT sector. Also i am currently pursuing PG Program in Data Science Having been in IT industry, I personally feel If you have your personalised time, then you can go for Google search where you can get ample amount of knowledge.If you want to be time-bound and restricted to 1 year of this course in your entire life, then you can opt-in for this course.There are pros and cons for everything in this worldProsContinue ReadingIs it good get an online diploma in Data Analytics from IIIT B and UpGrad? Firstly, I would like to indicate here that I am a software professional working at a reputed Bank (Banking domain) in IT sector. Also i am currently pursuing PG Program in Data Science Having been in IT industry, I personally feel If you have your personalised time, then you can go for Google search where you can get ample amount of knowledge.If you want to be time-bound and restricted to 1 year of this course in your entire life, then you can opt-in for this course.There are pros and cons for everything in this worldProsYou would be assigned a Mentor who can help you sort out things to get you up and running wherever you stumble.You would get a recognition in the form of a certificate if you pass their Assignments, Case Studies and Exams with the prescribed CGPA (which i assume to be 3.6/5) however unsure on the CGPA required.You get appropriate co-students support in the discussion forum.You can use the whatsapp group that the mentor creates for knowledge sharing or clarifying your doubts.Live sessions would be helpful (if they are arranged in a proper manner)Cost of 2.5 Lacs is less (when compared to other reputed institutions)ConsMentor would not be available always to guide you. They may go on leaves however there would be a backup person whom you can touchbase with.If you are a brand freak, then you need to understand that IIIT-B is still in process of getting it UGC Approved since its entirely an online course.Co-students can help you whilst they have done their part of the work and in their free-time and not always we keep bugging them and they can answer all questions at the very next moment of us raising the doubts/queries.Time is limited. You strictly need to dedicate time and if you are a professional, you need to consider spending atleast 2–3 hours per day to keep pace with the course. Else its sheer waste of time and moneyLive sessions which are scheduled may get cancelled at the last minute (due to some technical glitches) however they may be rescheduled for a later date. Please be sure if you are a working professional and with family before entering this course. Since you cant spend time on both sides.Hope this clarifies your ask. ",0.25758000000000003,Positive,3.51516,0.09433962264150944,1,4.51516,3.51516
161,161,International-Institute-of-Information-Technology-Bangalore-IIITB,"Which one better between PG program in AI-ML from NIT, Warangal and IIIT Bangalore?",8,1,8/1,Yes,Followed,2020-04-30,https://www.quora.com/Which-one-better-between-PG-program-in-AI-ML-from-NIT-Warangal-and-IIIT-Bangalore,"Hi Megha, PG program in AI-ML is a vast course and getting into it depends on various factors:- Your interest in the topicsYour understanding of MathematicsYour interest in the programming languagesYour ability to deal with stakeholdersYour ability of Data StorytellingYour ability to solve problems in analytical wayI would sincerely suggest, before jumping to get into PG program try to introspect yourself first- Start learning basics of Python and an ML algorithm first and give yourself some time to find out that you are actually interested in this field or not then go for any of the institute. Now, coming back to your question- NIT Warangal will be having a better syllabus and will cover in depth of all concepts as the teachers will be awesome there but there you will lack faculty members with industry expertise. Also, they will not provide placement assistance. However, the syllabus in IIIT will not be as vast as NIT but the teachers in IIIT will teach you everything that is required in working in the industry and you’ll get placement assistance as well. But in any case scenario, you’ll have to work hard to learn the required skill-sets and you’ll have to learn the hard way. So, if you’re looking for a research based career, go for NIT and if you want to learn and earn then go for IIIT. Hope this helps! Do let me know about your decision and progress. Keep Learning!! All the best! Cheers!! ",0.29760000000000003,Positive,3.5952,0.03773584905660377,1,4.5952,3.5952
162,162,International-Institute-of-Information-Technology-Bangalore-IIITB,Is it worth pursuing a data analytics course from IIITB?,4,2,4/2,No,Followed,2019-08-15,https://www.quora.com/Is-it-worth-pursuing-a-data-analytics-course-from-IIITB,NO. Run away. They are using the tag of IIIT to run a scam. They shall not be able to produce any employable data science professional. There is only one way to become a real data science professional in the industry: Praveen Kumar Singh's post in Computer engg. research ,-0.09531666666666666,Negative,2.8093666666666666,0.018867924528301886,1,1.8093666666666666,2.8093666666666666
163,163,International-Institute-of-Information-Technology-Bangalore-IIITB,Is it worth pursuing a data analytics course from IIITB?,4,2,4/2,No,Followed,2019-08-15,https://www.quora.com/Is-it-worth-pursuing-a-data-analytics-course-from-IIITB,"Its one of the best program, available in India atleast what I can see here and there in Internet. There is a review of this course in this link (Course Review - PG Diploma in Data Analytics by UpGrad & IIIT-B), may be it will be of your help. ",0.5194,Positive,4.0388,0.018867924528301886,1,5.0,4.0388
164,164,International-Institute-of-Information-Technology-Bangalore-IIITB,What would be the fee structure of IIITB for an average scorer in the JEE Mains?,2,1,2/1,No,Followed,2019-08-12,https://www.quora.com/What-would-be-the-fee-structure-of-IIITB-for-an-average-scorer-in-the-JEE-Mains,"In IIITB, fees is same for all students applying for admission in undergraduate course. You can check it on IIITB official website. https://www.iiitb.ac.in/ ",0.0,Neutral,3.0,0.009433962264150943,0,3.0,3.0
165,165,International-Institute-of-Information-Technology-Bangalore-IIITB,"Which is better, CS in RVCE or CS in IIIT Bangalore?",5,3,5/3,No,Followed,2019-08-10,https://www.quora.com/Which-is-better-CS-in-RVCE-or-CS-in-IIIT-Bangalore,"Please stop asking all these stupid questions.. about colleges.. And start thinking of what can you do if you join either of the one.. And yea…if you are getting in iiitb, you wouldn't have asked this question!!! Cheers..!! ",0.023666666666666652,Neutral,3.0473333333333334,0.02358490566037736,1,3.0473333333333334,3.0473333333333334
166,166,International-Institute-of-Information-Technology-Bangalore-IIITB,"Which is better, CS in RVCE or CS in IIIT Bangalore?",5,3,5/3,No,Followed,2019-08-10,https://www.quora.com/Which-is-better-CS-in-RVCE-or-CS-in-IIIT-Bangalore,A person getting CS in IIITB would not be asking this question ,0.0,Neutral,3.0,0.02358490566037736,1,3.0,3.0
167,167,International-Institute-of-Information-Technology-Bangalore-IIITB,Will I get a job if I go for a PGDM course for data analytics from IIIT Bangalore?,4,2,4/2,No,Followed,2019-08-07,https://www.quora.com/Will-I-get-a-job-if-I-go-for-a-PGDM-course-for-data-analytics-from-IIIT-Bangalore,"It basically depends what is your aspiration. There are a lot of scenarios where this course would be beneficial, however, I'd like to discuss only two which I have come across:- If you're a fresher - love numbers & statistics, have passion to work hard and hunker down to derive actionable business insights, then it would be benefit you. Remember you may need to start your career from scratch - associate or analyst level in the start-ups or junior role in MNCs with compromising salary.Experienced professionals like managers who wants to upskill themselves and work with multidisciplinary teams sContinue ReadingIt basically depends what is your aspiration. There are a lot of scenarios where this course would be beneficial, however, I'd like to discuss only two which I have come across:- If you're a fresher - love numbers & statistics, have passion to work hard and hunker down to derive actionable business insights, then it would be benefit you. Remember you may need to start your career from scratch - associate or analyst level in the start-ups or junior role in MNCs with compromising salary.Experienced professionals like managers who wants to upskill themselves and work with multidisciplinary teams so that they can understand the intricacies of analytics results of predictive modelling and communicate well - ultimately achieve business goals.This course won't create any ‘magic’ rather build the sense of analytics inside you. Generally it takes years to become an expert of a specific industry while you will indeed be the driver of your whole journey. ",0.4416333333333333,Positive,3.8832666666666666,0.018867924528301886,1,4.883266666666667,3.8832666666666666
168,168,International-Institute-of-Information-Technology-Bangalore-IIITB,Will I get a job if I go for a PGDM course for data analytics from IIIT Bangalore?,4,2,4/2,No,Followed,2019-08-07,https://www.quora.com/Will-I-get-a-job-if-I-go-for-a-PGDM-course-for-data-analytics-from-IIIT-Bangalore,"Such campus placement for data scientist happens no where in the world. There is NO demand of such certification holders in the industry. There is infinite demand of such data science professionals in the industry, even without any school or college degree: Praveen Kumar Singh's post in Computer engg. research ",-0.129325,Negative,2.7413499999999997,0.018867924528301886,1,1.7413499999999997,2.7413499999999997
169,169,International-Institute-of-Information-Technology-Bangalore-IIITB,"Why don’t many institutes such as IIIT Hyderabad and IIIT Bangalore participate in JoSAA, making it cumbersome for applicants to separately apply to these institutes, despite the fact that these institutes also accept JEE Mains result?",7,4,7/4,No,Followed,2019-08-06,https://www.quora.com/Why-don-t-many-institutes-such-as-IIIT-Hyderabad-and-IIIT-Bangalore-participate-in-JoSAA-making-it-cumbersome-for-applicants-to-separately-apply-to-these-institutes-despite-the-fact-that-these-institutes-also-accept,First of all remember one thing these top institutes for cse& ece in India. Their curriculum is different ( research based). If they participate in jossa they have to give reserved seats this degrades quality in students so they don't participate in jossa they also don't need funding from gvt as industries do that. They accept main result bcos its a standard exam in India to determine student learning ability. ,0.060175000000000006,Positive,3.12035,0.0330188679245283,1,4.12035,3.12035
170,170,International-Institute-of-Information-Technology-Bangalore-IIITB,"Why don’t many institutes such as IIIT Hyderabad and IIIT Bangalore participate in JoSAA, making it cumbersome for applicants to separately apply to these institutes, despite the fact that these institutes also accept JEE Mains result?",7,4,7/4,No,Followed,2019-08-06,https://www.quora.com/Why-don-t-many-institutes-such-as-IIIT-Hyderabad-and-IIIT-Bangalore-participate-in-JoSAA-making-it-cumbersome-for-applicants-to-separately-apply-to-these-institutes-despite-the-fact-that-these-institutes-also-accept,IIIT Hyderabad/Bangalore/Bhubaneswar are International Institute of Information Technology ; they were formed under separate regulations and the IIITs which take part in JOSAA counselling are Indian Institute of Information Technology which were formed under PPP . IIIT Delhi is Indraprashtra Institute of Information Technology and it allows admission through JAC Delhi . ,0.0,Neutral,3.0,0.0330188679245283,1,3.0,3.0
171,171,International-Institute-of-Information-Technology-Bangalore-IIITB,What is the way to reach IIIT Ranchi?,1,2,1/2,No,Followed,2019-08-02,https://www.quora.com/What-is-the-way-to-reach-IIIT-Ranchi,How to reach Follow this link. ,0.0258,Neutral,3.0516,0.0047169811320754715,0,3.0516,3.0516
172,172,International-Institute-of-Information-Technology-Bangalore-IIITB,What is the way to reach IIIT Ranchi?,1,2,1/2,No,Followed,2019-08-02,https://www.quora.com/What-is-the-way-to-reach-IIIT-Ranchi,"Register for jee main examination and a good score enough, around 96 percentile in the exam and through josaa you can get iiit ranchi. ",0.4404,Positive,3.8808,0.0047169811320754715,0,3.8808,3.8808
173,173,International-Institute-of-Information-Technology-Bangalore-IIITB,"Which is better, NITK for ECE or IIIT-B for ECE?",1,1,1/1,No,Followed,2019-08-02,https://www.quora.com/Which-is-better-NITK-for-ECE-or-IIIT-B-for-ECE,"Of course IIIT B Mainly two branches are there in IIIT. ECE and CSE , so they can focus only these two branches. Because of this the placement is also getting better and better with respect to NIT. But top NIT like trichy , Warangal are slightly better than IIIT but rather than this u can choose IIIT B . ",0.41757500000000003,Positive,3.83515,0.0047169811320754715,0,3.83515,3.83515
174,174,International-Institute-of-Information-Technology-Bangalore-IIITB,Does IIIT Bangalore provide placement to online diploma students?,0,1,0/1,No,Requested,2019-07-30,https://www.quora.com/Does-IIIT-Bangalore-provide-placement-to-online-diploma-students,Yes they do offer based on your performance in employment tests and your overall course score. But i tell you that the quality of questions they ask is of high standard for which we must train our-self to a great extent. Always taking an extra mile is rewarding. ,0.5656666666666667,Positive,4.131333333333333,0.0,0,4.131333333333333,4.131333333333333
175,175,International-Institute-of-Information-Technology-Bangalore-IIITB,Can I get admission in IIIT B with rank 8768 in round 3?,2,3,2/3,No,Followed,2019-07-27,https://www.quora.com/Can-I-get-admission-in-IIIT-B-with-rank-8768-in-round-3,"A2A No! You can try for ece as cs has ended in round 2 itself. (No seats left for round 3) Now I think you can try for round 3 (I think on 3rd August for ece group….which is too risky as many colleges would be starting by that time) So if you have a backup of any other college, you can give it (IIITB) a try.. I think many people(who arent getting into top 10 IIT's and top 3 NIT's required group) are giving group preference rather than college preference. So many have started giving preference to IIIT's(for CSE) due to their curriculum (I myself have left ece group in nits like warangal). So just fol Continue ReadingA2A No! You can try for ece as cs has ended in round 2 itself. (No seats left for round 3) Now I think you can try for round 3 (I think on 3rd August for ece group….which is too risky as many colleges would be starting by that time) So if you have a backup of any other college, you can give it (IIITB) a try.. I think many people(who arent getting into top 10 IIT's and top 3 NIT's required group) are giving group preference rather than college preference. So many have started giving preference to IIIT's(for CSE) due to their curriculum (I myself have left ece group in nits like warangal). So just follow your heart…and don't take any decision in emotion..! All the best..! NOTE: I'm going to join CSE in IIITB THIS(2019) year.. Cheers..! ",0.21800714285714284,Positive,3.4360142857142857,0.009433962264150943,0,3.4360142857142857,3.4360142857142857
176,176,International-Institute-of-Information-Technology-Bangalore-IIITB,Can I get admission in IIIT B with rank 8768 in round 3?,2,3,2/3,No,Followed,2019-07-27,https://www.quora.com/Can-I-get-admission-in-IIIT-B-with-rank-8768-in-round-3,"No. CSE closed in Round 2 at 8718 (No more seats left vacant for round 3) Hard luck by 50 ranks. In round 3, hardly 10 seats were vacant for ECE, that too were filled by people with ranks <10,730. Cutoffs have again gotten better this year from 8,900 to 8,718 for CSand11,700 ro 10,730 for ECE And this is after so many seats were introduced in IITs,NITs and BITS ",0.20555,Positive,3.4111000000000002,0.009433962264150943,0,3.4111000000000002,3.4111000000000002
177,177,International-Institute-of-Information-Technology-Bangalore-IIITB,"Which will be better, IIIT Vadodara, IIIT Kota, or IIIT Pune?",1,2,1/2,No,Followed,2019-07-26,https://www.quora.com/Which-will-be-better-IIIT-Vadodara-IIIT-Kota-or-IIIT-Pune,IIIT Kota > IIIT Vadodara > IIIT Pune ,0.0,Neutral,3.0,0.0047169811320754715,0,3.0,3.0
178,178,International-Institute-of-Information-Technology-Bangalore-IIITB,"Which is the best to study data science, in a top IIT or in IIIT-B?",4,1,4/1,Yes,Followed,2019-07-26,https://www.quora.com/Which-is-the-best-to-study-data-science-in-a-top-IIT-or-in-IIIT-B,"My answer is to study at iit’s because in iit there is leisure period to develop our skills and topics covers in iit is also an major role.Your is data science my suggestion is not a important for you because an computer science student can survive at any college it nothing matters whether you are studied in iit’s or iiit’s it matters only on our skills if u are good in data science then we can beat iit students also so don’t think about which are you studying , think about how much knowledge we got. ",0.3257,Positive,3.6513999999999998,0.018867924528301886,1,4.6514,3.6513999999999998
179,179,International-Institute-of-Information-Technology-Bangalore-IIITB,Is IIIT Bangalore best or IIT Dhanbad for CSE?,2,2,2/2,No,Followed,2019-07-25,https://www.quora.com/Is-IIIT-Bangalore-best-or-IIT-Dhanbad-for-CSE,"A2A Ahh… I think it's very difficult to compare these two… as each has its own pros and cons.. You can do one thing; just catch up any 3–4 seniors from each clg(either from quora or Facebook forums) and do a research by your self It all depends upon your needs and deeds and through these comparisions, we cannot draw any universal conclusion So the only way is to catch up seniors (WHO ARE STUDYING NOW) NOTE: If I'm in your case… I would go for IIITB (frankly from heart) as I also want to pursue mtech ( so in this, I'm saving one year. And also when we come to reputation of college, the rate at which Continue ReadingA2A Ahh… I think it's very difficult to compare these two… as each has its own pros and cons.. You can do one thing; just catch up any 3–4 seniors from each clg(either from quora or Facebook forums) and do a research by your self It all depends upon your needs and deeds and through these comparisions, we cannot draw any universal conclusion So the only way is to catch up seniors (WHO ARE STUDYING NOW) NOTE: If I'm in your case… I would go for IIITB (frankly from heart) as I also want to pursue mtech ( so in this, I'm saving one year. And also when we come to reputation of college, the rate at which iiitb's reputation and alumini is increasing is exceptionally wellwell, BUT i think its very difficult to reach iit tag nor iiith) Cheers..! EDIT : I'm going to join IIIT-B this year(2019) ",0.08162499999999999,Positive,3.16325,0.009433962264150943,0,3.16325,3.16325
180,180,International-Institute-of-Information-Technology-Bangalore-IIITB,"What should I go for, CSAM (B.Tech) at IIIT Delhi or CSE (Integrated M.Tech) at IIIT Bangalore?",3,1,3/1,No,Followed,2019-07-25,https://www.quora.com/What-should-I-go-for-CSAM-B-Tech-at-IIIT-Delhi-or-CSE-Integrated-M-Tech-at-IIIT-Bangalore,A2A I would suggest you to go to IIITD CSAM. Probably the best reason would be you could do your post grad from a better place than both… maybe a MS…or IITs…IIITH…etc. Both have good placements with IIITD at a slight edge. The ROI and Faculty strength and quality is pretty good too. Bad points small campus but well constructed. Meanwhile IIITB is not that bad…best college in Bangalore and nice environment and enough expoaure from being in Bangalore…only negative point in that unnecessary MTech Degree. ,0.32751666666666673,Positive,3.6550333333333334,0.014150943396226415,0,3.6550333333333334,3.6550333333333334
181,181,International-Institute-of-Information-Technology-Bangalore-IIITB,"Is a branch change possible in IIITB? If yes, then what is the criteria?",2,1,2/1,No,Followed,2019-07-23,https://www.quora.com/Is-a-branch-change-possible-in-IIITB-If-yes-then-what-is-the-criteria,"If you are a student of the institute, the college will give you a handbook where all the details are given. If you are not a student or have not been selected, you will not get the handbook. But if you are selected then you would have your answer on your own. Anyway, seeing that you didn’t get admission, but still asking this question,The answer: Top 3 students of ECE and top 9 Students of CSE can change their branch and their CGPA must be >9 This is what I have heard from the seniors, and what I read in the handbook. I will join the college this year :-) ",0.2138,Positive,3.4276,0.009433962264150943,0,3.4276,3.4276
182,182,International-Institute-of-Information-Technology-Bangalore-IIITB,"Which is better, IIIT Bangalore ECE or BITS Hyderabad ECE?",2,2,2/2,No,Followed,2019-07-22,https://www.quora.com/Which-is-better-IIIT-Bangalore-ECE-or-BITS-Hyderabad-ECE,"Location wise : Bangalore=Hyderabad(opportunities) Weather wise: Bangalore>>>>Hyderabad Placements: IIIT B ECE ~ BITS Pilani ECE Perception, college life and brand value wise:BITS Pilani>>>>IIIT B Research opportunities: IIIT B>>>BITS Pilani ",0.8807,Positive,4.7614,0.009433962264150943,0,4.7614,4.7614
183,183,International-Institute-of-Information-Technology-Bangalore-IIITB,"Which is better, IIIT Bangalore ECE or BITS Hyderabad ECE?",2,2,2/2,No,Followed,2019-07-22,https://www.quora.com/Which-is-better-IIIT-Bangalore-ECE-or-BITS-Hyderabad-ECE,"There is nothing called as ECE in 2019.Choose the nearer, because both of these colleges have similar industry reputation.",0.0,Neutral,3.0,0.009433962264150943,0,3.0,3.0
184,184,International-Institute-of-Information-Technology-Bangalore-IIITB,Can I get a seat in IIIT Bangalore CSE with an 8469 rank?,3,1,3/1,No,Followed,2019-07-20,https://www.quora.com/Can-I-get-a-seat-in-IIIT-Bangalore-CSE-with-an-8469-rank,"I think it is quite possible. The F2F counseling on 20th July is for 56 CSE seats while many of the students might have already decided their choices at JoSAA, BITS and other private institutions by now. ",0.0,Neutral,3.0,0.014150943396226415,0,3.0,3.0
185,185,International-Institute-of-Information-Technology-Bangalore-IIITB,How are the average packages of IIITB comparable to top IITs?,5,2,5/2,No,Followed,2019-07-21,https://www.quora.com/How-are-the-average-packages-of-IIITB-comparable-to-top-IITs,"Note: One should be comparing the Dual-Degree and MTech programs of top IITs with the iMTech and MTech programs of IIIT Bangalore, and for CSE and ECE branches, only. Reason: There are no undergraduate or BTech programs at IIIT Bangalore. Even iMTech and MTech are offered primarily for CSE and ECE branches, only. Now coming to your question, average packages - IIIT Bangalore - 17.55 lpa for the year 2018-19 (figure is exclusive of 3 international offers). Just to highlight, the highest offer given at IIIT B of 54 lpa was from Rubrik, was very well a domestic offer. Top 7 IITs - Difficult to get ac Continue ReadingNote: One should be comparing the Dual-Degree and MTech programs of top IITs with the iMTech and MTech programs of IIIT Bangalore, and for CSE and ECE branches, only. Reason: There are no undergraduate or BTech programs at IIIT Bangalore. Even iMTech and MTech are offered primarily for CSE and ECE branches, only. Now coming to your question, average packages - IIIT Bangalore - 17.55 lpa for the year 2018-19 (figure is exclusive of 3 international offers). Just to highlight, the highest offer given at IIIT B of 54 lpa was from Rubrik, was very well a domestic offer. Top 7 IITs - Difficult to get accurate data (for CSE and ECE branches only). However, according to my understanding, it should be around 18 lpa (excluding international offers). IITs have significantly higher number of international offers. #Sometimes colleges calculate mean packages by including both domestic and international offers. Keep in mind to segregate domestic and international offers when comparing packages across colleges. International offers can significantly shoot up the averages. Edit: I have updated the answer to clear any doubts on domestic/international offers at IIIT B. Thanks Karthick and Tanmay for clarifying this. ",0.06468333333333336,Positive,3.129366666666667,0.02358490566037736,1,4.129366666666667,3.129366666666667
186,186,International-Institute-of-Information-Technology-Bangalore-IIITB,How are the average packages of IIITB comparable to top IITs?,5,2,5/2,No,Followed,2019-07-21,https://www.quora.com/How-are-the-average-packages-of-IIITB-comparable-to-top-IITs,"The average package of IIIT bangalore is 17.5 lakh per annum which is superb placement. It is more than many new IITs, but in top IITs college, average placement of CSE/ IT branch will be around 18 -19 lakh per annum. In IIIT Bangalore, fees is high only and facilities are best but in IIT , fees, facility and placement all are best, see here -  ",0.5921333333333334,Positive,4.184266666666667,0.02358490566037736,1,5.0,4.184266666666667
187,187,International-Institute-of-Information-Technology-Bangalore-IIITB,"Which is better, MNIT Jaipur for ECE or IIIT Bangalore for ECE?",4,2,4/2,No,Followed,2019-07-17,https://www.quora.com/Which-is-better-MNIT-Jaipur-for-ECE-or-IIIT-Bangalore-for-ECE,"There is nothing called as ECE in 2019.Choose the nearer, because skills do not depend on the college degrees.IIIT-B has a higher industry reputation, but that tag is useless in 2019, when skills have become paramount and not the name of the building.",-0.5719,Negative,1.8562,0.018867924528301886,1,1.0,1.8562
188,188,International-Institute-of-Information-Technology-Bangalore-IIITB,"Which is better, MNIT Jaipur for ECE or IIIT Bangalore for ECE?",4,2,4/2,No,Followed,2019-07-17,https://www.quora.com/Which-is-better-MNIT-Jaipur-for-ECE-or-IIIT-Bangalore-for-ECE,if u can afford iiit bangalore fees and are research oriented then definitely iiit b otherwise nit jaipur cse. ,0.4019,Positive,3.8038,0.018867924528301886,1,4.8038,3.8038
189,189,International-Institute-of-Information-Technology-Bangalore-IIITB,What are some hostel room pictures of IIIT Bangalore?,3,1,3/1,No,Followed,2019-07-17,https://www.quora.com/What-are-some-hostel-room-pictures-of-IIIT-Bangalore,You can find some of the pictures here Arbab Khan's answer to What are the best photos of IIITB? ,0.6369,Positive,4.2738,0.014150943396226415,0,4.2738,4.2738
190,190,International-Institute-of-Information-Technology-Bangalore-IIITB,What is the gender ratio at the new IIIT's?,7,1,7/1,Yes,Followed,2019-07-22,https://www.quora.com/What-is-the-gender-ratio-at-the-new-IIITs,For CSE ratio - 1:5 For ECE ratio - 1:10 ,0.0,Neutral,3.0,0.0330188679245283,1,3.0,3.0
191,191,International-Institute-of-Information-Technology-Bangalore-IIITB,"What is the placement scenario of an MTech (ECE) at IIIT, Bangalore?",2,1,2/1,No,Followed,2019-07-18,https://www.quora.com/What-is-the-placement-scenario-of-an-MTech-ECE-at-IIIT-Bangalore,"International Institute of Information Technology Bangalore (IIITB), popularly known as IIITB is a Deemed to be University. IIITB was established in 1999 with an aim to cater to the needs of the society. The IIITB admission to the postgraduate courses of IIITB is made on the basis of GATE score.   Ranking By NIRF in 2019 : 65 By NIRF in 2018 : 56 IIIT Bangalore Courses and Admission The various courses offered by IIIT Bangalore are integrated M.Tech, M.Tech, Master of Science by Research and Ph.D. programs. Integrated M.Tech Program The five-year integrated program at IITB is offered to the candidates with first class marks at 10+2 level which must be any State/Central board recognized. The admission seeking applicant must have scored minimum 60% marks and studied Mathematics as one of the subjects. The selection procedure will be made considering the score of Paper-1 (JEE Main). M.Tech Program The M.Tech program at IIITB is offered in two specializations, namely, Information Technology and Electronic Systems Design. The candidate must have scored the minimum 65% marks in Bachelor’s degree (B.E, B.Tech or equivalent) in order to apply to the program. Also, M.Sc or MCA degree holders with first class marks are eligible to apply. The final selection will be based on the performance of GATE score. Master of Science (Digital Science) Program To apply to this program, the candidate must have done Graduation in any discipline with first division from a recognized University. The selection procedure includes entrance examination and personal interview. PG Diploma Program At IIITB, the Post Graduate Diploma is offered in Data Science, Software Development and Machine Learning and Artificial Intelligence. The students with Bachelor’s or Master’s degree (Science/ Business/ Commerce/ Mathematics/ Computer Applications) may apply to the program. The selection procedure will include a test to check aptitude and quantitative abilities of the candidate and must have a work experience of more than two years. The students are exempted from the test for admission to PG Diploma in Data Science if they meet any of the criteria: GRE score must be greater than 300.GMAT score must be greater than 650.CAT score must be greater than 90 percentile.Master of Science (Research) Program The program is offered to the Graduates who possess the degree in Engineering (B.Tech, B.E or equivalent). Ph.D. Programs The Doctor of Philosophy is offered in numerous specializations, namely, Computer Science, Data Sciences, Electronic Systems Design, Information Technology & Society, Software Engineering etc. For admission to the Ph.D. program, the Master’s degree in Engineering (M.S. by Research/M.Sc (Research), M.Tech, M.E or equivalent) is the requirement to apply to the program. Fee Structure  Scholarship IIITB offers limited scholarships in two categories, namely Merit based and Need based.The merit-based scholarships are awarded based on a student’s academic achievements while the need-based scholarships are awarded based on the financial requirements.The need-based scholarships cover the tuition in its entirety (full scholarship) or partially (half scholarship) along with a monthly stipend while the merit-based scholarships offer a monthly stipend.The scholarships are awarded for one year and may be renewed based on the students’ academic performance.Placement The IIITB enjoys 100% placement. The institute offers internship as well as full-time employment.   Recruitors AccoliteAganithaAMEX CapabilitiesAmex TechnologiesBloomreachCiscoCypressDaimlerDellDell EMCElastic RunExotelFlipkartGoldman SachsHOPE TechnikHPHSBCHungerboxIBM CIOInformaticaIntuitIQVIAItronMathworksMcAfeeMediatekMicrosoftMobisyMorgan StanleyNational InstrumentsNetAppPaypalQualcommRBSRiverbedRubrikSamsungSiemens STSSynopsysTCSTelstraTescoThoughtSpotValuelabsWalmart LabsWestern DigitalPast Recruitors  And now I guess there should not be any doubt left in your mind regarding thje details of IIIT Bangalore… Stay tuned to Doubtnut for any kind of study related doubt :) ",0.15084347826086958,Positive,3.3016869565217393,0.009433962264150943,0,3.3016869565217393,3.3016869565217393
192,192,International-Institute-of-Information-Technology-Bangalore-IIITB,"Which is better, IIIT Lucknow or IIIT Bangalore, keeping in mind the future growth of IIIT Lucknow?",1,3,1/3,No,Requested,2019-07-15,https://www.quora.com/Which-is-better-IIIT-Lucknow-or-IIIT-Bangalore-keeping-in-mind-the-future-growth-of-IIIT-Lucknow,Banagalore is a better option at the present time due to good coding culture but IIIT L is catching up to it. If you want to go for a government IIIT or you're concerned about fees then choose IIIT L otherwise IIIT B. ,0.72835,Positive,4.4567,0.0047169811320754715,0,4.4567,4.4567
193,193,International-Institute-of-Information-Technology-Bangalore-IIITB,"Which is better, IIIT Lucknow or IIIT Bangalore, keeping in mind the future growth of IIIT Lucknow?",1,3,1/3,No,Requested,2019-07-15,https://www.quora.com/Which-is-better-IIIT-Lucknow-or-IIIT-Bangalore-keeping-in-mind-the-future-growth-of-IIIT-Lucknow,Ignore the other answers they are impersonating as students of IIIT lucknow and IIIT allahabad every student of both these colleges would know how good IIIT lucknow is many of them have beaten IIIT allahabad students surely in 2- 3 years it will be better than IIIT Bangalore and competing with IIIT Hyderabad and I say that as a student of IIIT allahabad. ,0.5267,Positive,4.0534,0.0047169811320754715,0,4.0534,4.0534
194,194,International-Institute-of-Information-Technology-Bangalore-IIITB,"Can I do an MS from an Ivy League college after joining IIIT Bangalore, or will the IIT tag (lower branches) be better?",7,1,7/1,Yes,Followed,2019-07-12,https://www.quora.com/Can-I-do-an-MS-from-an-Ivy-League-college-after-joining-IIIT-Bangalore-or-will-the-IIT-tag-lower-branches-be-better,In this case iit tag with a lower branch will be better. Because iit tag is well known among ivy leagues. Even if you get a lower branch you can do a minor in the field of your interest. Ivy leagues will let you do a MS in the course(minor degree). So it can be like metallurgy(btech) from iit and electrical or cs(MS) from MIT. Your jee advanced rank can be a national a achievement for such colleges. You need either 1 or 2 national a achievement to take admission in these colleges ,0.18065714285714285,Positive,3.3613142857142857,0.0330188679245283,1,4.361314285714286,3.3613142857142857
195,195,International-Institute-of-Information-Technology-Bangalore-IIITB,"Is it a must to pay the online amount only with their computers at IIIT Bangalore during the 2nd round of counselling, or can we use other devices for payment?",2,1,2/1,No,Followed,2019-07-12,https://www.quora.com/Is-it-a-must-to-pay-the-online-amount-only-with-their-computers-at-IIIT-Bangalore-during-the-2nd-round-of-counselling-or-can-we-use-other-devices-for-payment,"They are giving you the facility to use the computers. This is for those people who cannot bring their own systems along or don’t have them. There is as such no boundation on you to use them only. Just show the payment made and they will give you receipt of payment, which would confirm your admission ",0.01100000000000001,Neutral,3.0220000000000002,0.009433962264150943,0,3.0220000000000002,3.0220000000000002
