,Unnamed: 0,Topic,question,Followers,Answers,Ratio,Engagement potential,Last action,Parsed time,Question link,answers,compound,Sentiment,old_score,followers_n,engagement,sentiment_score,old_score
150,150,National-Institute-of-Technology-Karnataka-Surathkal-3,What are some pictures of NIT Surathkal?,3,1,3/1,No,Followed,2020-04-24,https://www.quora.com/What-are-some-pictures-of-NIT-Surathkal,"This is one of India's best campus. NITK Surathkal Main Building   2. LHC-C and Arbian sea at the back   3. Gym, Mega Towers and other boys hostels     4. Central Library   5. Swimming pool, Basketball and Volleyball court  6. New sports complex   7. Shops, saloon, student co-operative etc.  8. Computer science department  9. Mechanical Engineering Department  10. SAC   11. The most important thing if you are in NITK NITK Beach and The NITK light house      Whole campus Ariel view     Ariel view pictures are clicked by our professor Dr. Pruthviraj Umesh, Dept. of Civil Engineering Other pictures courtesy to WhatsApp, Facebook, Instagram and my mobile camera. Thanks for your time. Please upvote!!! ",0.1263235294117647,Positive,3.2526470588235292,0.04838709677419355,1,4.252647058823529,3.2526470588235292
151,151,National-Institute-of-Technology-Karnataka-Surathkal-3,"How good is the MBA programme in all IIT and NIT Warangal, Surathkal, and Trichy?",5,1,5/1,Yes,Followed,2020-04-16,https://www.quora.com/How-good-is-the-MBA-programme-in-all-IIT-and-NIT-Warangal-Surathkal-and-Trichy,"I wouldn’t recommend an MBA program from any of the NITs and IIT except for IIT-B’s SJMSOM. While the top 8 IITs (including Varanasi and Roorkee) have established undisputed credibility in technology field, the same can’t be said about management. IIT-B’s SJMSOM is the only one which is considered as a good management school, but it still is not in the same league as the top 6 established IIMs (I am not considering the new IIMs at Kashipur, Rohtak etc. here). So it might be a better option to consider an established management school for MBA rather than IIT or NIT. ",0.29786,Positive,3.59572,0.08064516129032258,1,4.59572,3.59572
152,152,National-Institute-of-Technology-Karnataka-Surathkal-3,Can you share your IIT campus recent photos for motivating JEE aspirants?,62,14,62/14,Yes,Followed,2020-07-26,https://www.quora.com/Can-you-share-your-IIT-campus-recent-photos-for-motivating-JEE-aspirants,"Until now, many people have already posted the pictures from IIT Bombay, Kanpur, Delhi, and Roorkee. Here are some pictures from the mother of all IITs and the grandest of all - IIT Kharagpur.I have spent now almost 4 years here. Before joining IIT, even I used to look upon for motivation through pictures and videos from film-society of various IITs. Have a look here ! 1. The Old Building, where it all started… (This place was Hijli Detention Camp during British rule).  2. The Main Building. All the administrative activities take place here.  3. This is the Gymkhana. Here you can attend most of th Continue ReadingUntil now, many people have already posted the pictures from IIT Bombay, Kanpur, Delhi, and Roorkee. Here are some pictures from the mother of all IITs and the grandest of all - IIT Kharagpur.I have spent now almost 4 years here. Before joining IIT, even I used to look upon for motivation through pictures and videos from film-society of various IITs. Have a look here ! 1. The Old Building, where it all started… (This place was Hijli Detention Camp during British rule).  2. The Main Building. All the administrative activities take place here.  3. This is the Gymkhana. Here you can attend most of the sports facilities. It also serves as a meeting spot for various student communities.  4. Lakeside at Gymkhana.  5. Jnan Ghosh Stadium (Only IIT Kharagpur and IIT Madras have synthetic tracks).  6. Nalanda Classroom Complex. Most classes take place here.  7. View of the classroom.  8. Netaji Auditorium. You will begin and end your journey here… and then every weekend (even during exams !) will become fun with free movie screening). This is also the place where most of the stage shows take place during the General Championship. So this place will definitely make a special place in your heart !  9. Tagore Open Air Theatre or TOAT as we call it. Enjoy some great shows and stand-ups here…  10. Hostels 💖 (we call them halls of residence).   11. We have a unique culture for Diwali at IIT KGP… Illumination at IIT KGP. Chataai lit with more than 20,000 diyas. It is the collective effort of the boarders. This happens in every hall of residence. Must watch : Illumination - ""Festival for you, Tradition for us""    12. Vinod Gupta School of Management (You may take up some courses from here as well ).  I hope these would be enough to boost you up ! Stay motivated and keep working hard !!! All the Best !!! P.S. : Some images are from my phone and some are taken from the Facebook profiles of my friends. ",0.1429509090909091,Positive,3.2859018181818183,1.0,1,4.285901818181818,3.2859018181818183
153,153,National-Institute-of-Technology-Karnataka-Surathkal-3,Can you share your IIT campus recent photos for motivating JEE aspirants?,62,14,62/14,Yes,Followed,2020-07-26,https://www.quora.com/Can-you-share-your-IIT-campus-recent-photos-for-motivating-JEE-aspirants,"IITs are one of the most beautiful places to live. I am a 1st-year computer science undergrad student at IIT Patna. Below are a few images of my campus that would surely motivate you to study hard and see yourself here. BUILDINGS: ADMINISTRATIVE BLOCK:     This is the beautiful garden in front of the admin block ACADEMIC BLOCK and various department buildings:     Two new departments building and one new lecture hall is under construction if COVID-19 situation would have not been there this all would have got completed by June-July.   Senate hall above. Hostels: As IIT Patna is a new Institute so our hostels are Continue ReadingIITs are one of the most beautiful places to live. I am a 1st-year computer science undergrad student at IIT Patna. Below are a few images of my campus that would surely motivate you to study hard and see yourself here. BUILDINGS: ADMINISTRATIVE BLOCK:     This is the beautiful garden in front of the admin block ACADEMIC BLOCK and various department buildings:     Two new departments building and one new lecture hall is under construction if COVID-19 situation would have not been there this all would have got completed by June-July.   Senate hall above. Hostels: As IIT Patna is a new Institute so our hostels are new and I can say that this are one of the best hostels in India. APJ Abdul kalam hostel This hostel is very big and has 4 blocks.   Cv Raman hostel This hostel was completed in 2019 and this is the best hostel inside the campus.   This is my room   Girl's Hostel:  Workshop and Labs: They have state of art machines and equipments we have all the latest machines and tools in the labs and workshop.     Sports and Gym: You name what you want to play and you have it here from cricket fields to lawn tennis courts and football grounds to squash courts.  Cricket ground     The building above is the Gymkhana building.  Wooden badminton courts  Staff housing:   Not just buildings are there we also have wildlife present inside the campus   This were only few pics to show to see more pics you can refer to this link Can someone post pictures of IIT Patna? Fests Most important things fests we have 3 fests sports(infinito),technical(celesta) and cultural (anwesha)after so much of hardwork you deserve this kind of fests to enjoy. This year famous bollywood  singer kk , amazing comedians vipul goyal and anubhav bassi came to perform and we also had various EDM artists    This four years would be the best time of my life Once after the lockdown finishes and i reach clg back i would upload some more pictures. Various buildings are about to get completed in few months then our campus would be more beautiful. I hope this all would motivate you to work harder and achieve your goal. All the best!! ",0.26216956521739126,Positive,3.5243391304347824,1.0,1,4.524339130434782,3.5243391304347824
154,154,National-Institute-of-Technology-Karnataka-Surathkal-3,Can you share your IIT campus recent photos for motivating JEE aspirants?,62,14,62/14,Yes,Followed,2020-07-26,https://www.quora.com/Can-you-share-your-IIT-campus-recent-photos-for-motivating-JEE-aspirants,"IIT Kharagpur - Largest, Oldest and most diverse of all IITs Since the campus is very big, I may not be able to cover everything but will surely try to give an essence of KGP… Please bear with me till the end of the answer… Let’s start with the Main Building:  A painting portrait of Main Building  Main Building on Republic Day Celebrations  Lightning striking in the background  Old Building which is now converted into a museum:  It is not an ordinary building, it was the “Hijli Detention Camp” where many freedom fighters were detained during 1930–1940 in the British Raj      Roads of KGP :  Tall, immense massive t Continue ReadingIIT Kharagpur - Largest, Oldest and most diverse of all IITs Since the campus is very big, I may not be able to cover everything but will surely try to give an essence of KGP… Please bear with me till the end of the answer… Let’s start with the Main Building:  A painting portrait of Main Building  Main Building on Republic Day Celebrations  Lightning striking in the background  Old Building which is now converted into a museum:  It is not an ordinary building, it was the “Hijli Detention Camp” where many freedom fighters were detained during 1930–1940 in the British Raj      Roads of KGP :  Tall, immense massive trees on the sides  You can always just walk on these serene roads to rejuvenate yourself.  “I love walking because it clears your mind, enriches the soul, takes away stress and opens up your eyes to a whole new world ” – Claudette Dudley  Always carry an umbrella in KGP, you never know, telling from my experiences.  Gymkhana Lakeside: Most serene place in KGP     Kshitij: Tech fest of KGP    Spring Fest: Cultural Festival of KGP Ritviz  KTM Show  Olly Esse    Holi Celebration: KGPians get mad on Holi    Illumination: IIT KGP’s unique tradition of celebrating Diwali          ———————————————————————————————————— Photos Sources/Credits: Click KGP Facebook Page La Obscure Facebook Page BNBN Photography Himashu Bali Photography Mayank Choudhary Photography  Edited to make it relevant to the question. Thanks! ",0.6590999999999999,Positive,4.3182,1.0,1,5.0,4.3182
155,155,National-Institute-of-Technology-Karnataka-Surathkal-3,Can you share your IIT campus recent photos for motivating JEE aspirants?,62,14,62/14,Yes,Followed,2020-07-26,https://www.quora.com/Can-you-share-your-IIT-campus-recent-photos-for-motivating-JEE-aspirants,Well the best way to motivate jee aspirants is showing the pics of the college they want to be a part of… So here are some of them from my gallery.. The views of our hosltel…  2. Views from our hostel  3. At the top of the hill inside our campus . At night.  At day time  4. Powai lake at night  5. Main building  6 .Gymkhana ground   7. Convocation hall  8. Table Tennis Court  9.Badminton court ( where the last basketball game was played in chhichhore movie)  10.Swimming pool.  And finally … Main gate…  This college is not just college it is an emotion .. So if you too wanna be a part of this place just do whatsoever requir Continue ReadingWell the best way to motivate jee aspirants is showing the pics of the college they want to be a part of… So here are some of them from my gallery.. The views of our hosltel…  2. Views from our hostel  3. At the top of the hill inside our campus . At night.  At day time  4. Powai lake at night  5. Main building  6 .Gymkhana ground   7. Convocation hall  8. Table Tennis Court  9.Badminton court ( where the last basketball game was played in chhichhore movie)  10.Swimming pool.  And finally … Main gate…  This college is not just college it is an emotion .. So if you too wanna be a part of this place just do whatsoever requires to be in. Thanks for scrolling till here. ,0.1320625,Positive,3.264125,1.0,1,4.264125,3.264125
156,156,National-Institute-of-Technology-Karnataka-Surathkal-3,Can you share your IIT campus recent photos for motivating JEE aspirants?,62,14,62/14,Yes,Followed,2020-07-26,https://www.quora.com/Can-you-share-your-IIT-campus-recent-photos-for-motivating-JEE-aspirants,Till now people have shared pictures of different IIT campus. I am from IIT-BHU and I call it a gem of IITs because it’s inside BHU. Here are some of the pictures to describe it’s beauty.  The entrance of the University gate.  2. The old building.  3. Gymkhana.  4. New lecture theatre.  5. Classrooms.  6. Swatantra bhawan.  7. One of the many libraries.  8. One of the many computer room.  9. Main campus building.  10. One of the many labs.  11. The temple inside the campus.  12. Waiting rooms.  13. CCD.  14. The beautiful new Kashi Vishwanath temple. This is just a glimpse of the beauty that IIT BHU. This is just for moti Continue ReadingTill now people have shared pictures of different IIT campus. I am from IIT-BHU and I call it a gem of IITs because it’s inside BHU. Here are some of the pictures to describe it’s beauty.  The entrance of the University gate.  2. The old building.  3. Gymkhana.  4. New lecture theatre.  5. Classrooms.  6. Swatantra bhawan.  7. One of the many libraries.  8. One of the many computer room.  9. Main campus building.  10. One of the many labs.  11. The temple inside the campus.  12. Waiting rooms.  13. CCD.  14. The beautiful new Kashi Vishwanath temple. This is just a glimpse of the beauty that IIT BHU. This is just for motivation for being an IITIAN. ,0.07241904761904762,Positive,3.144838095238095,1.0,1,4.144838095238095,3.144838095238095
157,157,National-Institute-of-Technology-Karnataka-Surathkal-3,Can you share your IIT campus recent photos for motivating JEE aspirants?,62,14,62/14,Yes,Followed,2020-07-26,https://www.quora.com/Can-you-share-your-IIT-campus-recent-photos-for-motivating-JEE-aspirants,Here's some part of IIT BOMBAY Entrance Library Infinity corridor  Badminton court Way to academic section Hostel to classroom View from hostel    Boat house   Sameer hills  Lake side Lecture hall  My hostel (H15) My hostel room Canteen time Cats :p Will keep adding :) ,0.6124,Positive,4.2248,1.0,1,5.0,4.2248
158,158,National-Institute-of-Technology-Karnataka-Surathkal-3,Can you share your IIT campus recent photos for motivating JEE aspirants?,62,14,62/14,Yes,Followed,2020-07-26,https://www.quora.com/Can-you-share-your-IIT-campus-recent-photos-for-motivating-JEE-aspirants,"Hey! I am sharing some pictures of IIT Kanpur for your motivation: The Olympic sized Swimming pool  The Airstrip   HALL-13 (where freshers live)  Open Air Theatre  The Main Auditorium when the honorable chief minister of UP came .  This is me with one of the judges of Ritambhara , Mr Mohit Malhotra at visitors hostel  The swimming pool at Diwali time   The pronite ground  Enough Motivation! Yeah? ",0.38084999999999997,Positive,3.7617,1.0,1,4.761699999999999,3.7617
159,159,National-Institute-of-Technology-Karnataka-Surathkal-3,Can you share your IIT campus recent photos for motivating JEE aspirants?,62,14,62/14,Yes,Followed,2020-07-26,https://www.quora.com/Can-you-share-your-IIT-campus-recent-photos-for-motivating-JEE-aspirants,So here is IIT Delhi  View from my hostel.  The building in which we have our lectures i.e. Lecture Hall Complex  This is how it looks from the outside  And you might have seen this earlier (institute building)  Hope that you got what you were looking for. And all the best.. ,0.26932500000000004,Positive,3.53865,1.0,1,4.5386500000000005,3.53865
160,160,National-Institute-of-Technology-Karnataka-Surathkal-3,Can you share your IIT campus recent photos for motivating JEE aspirants?,62,14,62/14,Yes,Followed,2020-07-26,https://www.quora.com/Can-you-share-your-IIT-campus-recent-photos-for-motivating-JEE-aspirants,"I have posted two such answers that will help you a lot in staying motivated Rochak Bhardwaj's share of Rochak Bhardwaj's answer to Due to the postponement of the JEE exam this few days, I am feeling very frustrated while studying and my improvement is going slow. Can somebody say something to bring my morale back? in Supporting JEE Aspirants Rochak Bhardwaj's share of Rochak Bhardwaj's answer to In which IIT did you get admitted after clearing the JEE Advanced 2019? How was your first day at IIT? in Supporting JEE Aspirants These contains some pictures if my IIT as well as the inter IIT meet Kha Continue ReadingI have posted two such answers that will help you a lot in staying motivated Rochak Bhardwaj's share of Rochak Bhardwaj's answer to Due to the postponement of the JEE exam this few days, I am feeling very frustrated while studying and my improvement is going slow. Can somebody say something to bring my morale back? in Supporting JEE Aspirants Rochak Bhardwaj's share of Rochak Bhardwaj's answer to In which IIT did you get admitted after clearing the JEE Advanced 2019? How was your first day at IIT? in Supporting JEE Aspirants These contains some pictures if my IIT as well as the inter IIT meet Kharagpur. It was an amazing experience and I hope you will feel motivated after reading these answers.  Please follow my new space too I am posting important questions there which can be of your help IIT Help Desk Thanks for reading ",0.5041545454545454,Positive,4.008309090909091,1.0,1,5.0,4.008309090909091
161,161,National-Institute-of-Technology-Karnataka-Surathkal-3,Can you share your IIT campus recent photos for motivating JEE aspirants?,62,14,62/14,Yes,Followed,2020-07-26,https://www.quora.com/Can-you-share-your-IIT-campus-recent-photos-for-motivating-JEE-aspirants,"I can totally relates to this. Me and many of my friends used to have the logos of IITs and photos of IIT campuses on our phones. The campuses are one of the best things that you get/experience as a student at the IITs, especially in the case of the old IITs since they have large campuses. You should take a look at this amazing campus tour video. You can find some of the most beautiful photos of the IIT Kharagpur campus below: Vivek Rai's answer to What are the best photographs of IIT Kharagpur? Hope this helps! ",0.5565000000000001,Positive,4.113,1.0,1,5.0,4.113
162,162,National-Institute-of-Technology-Karnataka-Surathkal-3,Can you share your IIT campus recent photos for motivating JEE aspirants?,62,14,62/14,Yes,Followed,2020-07-26,https://www.quora.com/Can-you-share-your-IIT-campus-recent-photos-for-motivating-JEE-aspirants,Below is the video of our IIT Roorkee Campus during the lockdown.  I am sharing views from our IIT Roorkee campus during the lockdown.    ,0.21075,Positive,3.4215,1.0,1,4.4215,3.4215
163,163,National-Institute-of-Technology-Karnataka-Surathkal-3,"Which of the following is best option overall (academics, faculties, curriculum, placement) NIT Trichy M Tech Data Analytics (Vs) NIT Surathkal M Tech Computational and Data Science (Vs) IIT Hyderabad M Tech artificial Intelligence?",3,1,3/1,No,Followed,2020-04-02,https://www.quora.com/Which-of-the-following-is-best-option-overall-academics-faculties-curriculum-placement-NIT-Trichy-M-Tech-Data-Analytics-Vs-NIT-Surathkal-M-Tech-Computational-and-Data-Science-Vs-IIT-Hyderabad-M-Tech-artificial,"MTech Data Analytics offered by NIT Trichy has the worst curriculum I came across. All the credit goes to the faculty of Computer Applications (CA) department (excluding a few). If you visit the department website, you can’t find even the basic details like eligibility etc… If you look at the curriculum, subjects like Cyber Security is completely irrelevant for data analytics. This basic thing will speak about the expertise of faculty (excluding one or two) in subjects related to Data Science. Moreover, the syllabus of many subjects including Deep learning are very much outdated and copied from the index pages of books. So, I suggest you to go for IIT Hyderabad or IIIT Bangalore or IISc Bangalore. I don’t know much about NIT Surathkal. ",0.07250000000000001,Positive,3.145,0.04838709677419355,1,4.145,3.145
164,164,National-Institute-of-Technology-Karnataka-Surathkal-3,Can I expect CSE at NITK if I get 180 marks in JEE main April 2020 and I belong to OBC category and home state?,0,1,0/1,No,Requested,2020-03-26,https://www.quora.com/Can-I-expect-CSE-at-NITK-if-I-get-180-marks-in-JEE-main-April-2020-and-I-belong-to-OBC-category-and-home-state,Yes Most probably!As you need 98%ile per previous year stats which should be achieved with 180 marks. ,0.4574,Positive,3.9148,0.0,0,3.9148,3.9148
165,165,National-Institute-of-Technology-Karnataka-Surathkal-3,Bro in JEE main 2020 I got 97.31 and I'm OBC with home state as Karnataka which branch will I get in NITK Surathkal?,0,2,0/2,No,Requested,2020-03-22,https://www.quora.com/Bro-in-JEE-main-2020-I-got-97-31-and-Im-OBC-with-home-state-as-Karnataka-which-branch-will-I-get-in-NITK-Surathkal,Since you have home quota..you can get mechanical in NIT SURATHKAL…If not in 7 rounds of josaa….u can get it easily in special rounds. ,0.6249,Positive,4.2498000000000005,0.0,0,4.2498000000000005,4.2498000000000005
166,166,National-Institute-of-Technology-Karnataka-Surathkal-3,Bro in JEE main 2020 I got 97.31 and I'm OBC with home state as Karnataka which branch will I get in NITK Surathkal?,0,2,0/2,No,Requested,2020-03-22,https://www.quora.com/Bro-in-JEE-main-2020-I-got-97-31-and-Im-OBC-with-home-state-as-Karnataka-which-branch-will-I-get-in-NITK-Surathkal,U will get mech or EEE …or u can have a chance of getting ECE but very low chances…u can check cutoff of nit surathkal in college pravesh ,-0.3797,Negative,2.2406,0.0,0,2.2406,2.2406
167,167,National-Institute-of-Technology-Karnataka-Surathkal-3,"What are the chances of getting top NITs (Warangal, Trichy, Surathkal and Calicut) with GATE-2020 rank of 1,491 and a score of 628 in CS, OBC-NCL category?",1,1,1/1,No,Followed,2020-03-28,https://www.quora.com/What-are-the-chances-of-getting-top-NITs-Warangal-Trichy-Surathkal-and-Calicut-with-GATE-2020-rank-of-1-491-and-a-score-of-628-in-CS-OBC-NCL-category,"Congratulations on cracking GATE 2020. Let me rewrite the information provided in the question. Year - 2020Rank - 1,491Score - 628Category - OBC - NCLBranch - CSEIMHO the chances of getting NIT Trichy and NIT Warangal are pretty slim. NIT Surathkal and NIT Calicut, you can try for Computer Science & Engineering and Computer Science & Engineering - Information Security. But the probability of getting selected in the initial rounds is again low. So you’ll have to make a call whether to compromise or wait till the last round and hope that the lady luck is by your side. You can try for IIIT-B and IIIT-D in case you don’t have any financial problem. All The Best! ",0.26715000000000005,Positive,3.5343,0.016129032258064516,0,3.5343,3.5343
168,168,National-Institute-of-Technology-Karnataka-Surathkal-3,"How are the placements in the top 5 NITs for an MTech in ECE specialisations? Could you share the placement statistics (max, average) from these NIT’s to top ECE core companies?",8,1,8/1,Yes,Followed,2020-03-19,https://www.quora.com/How-are-the-placements-in-the-top-5-NITs-for-an-MTech-in-ECE-specialisations-Could-you-share-the-placement-statistics-max-average-from-these-NIT-s-to-top-ECE-core-companies,"Firstly I want to let u know what are the branches in ECE specialization in top NITs. If your question is about placements top priority comes to 1.VLSI 2. EI 3. ACS and we have some other branches in ECE. Coming to placemets, most of the core companies are of VLSI based. So it's obvious that there first priority will be of VLSI background. So in top 5 NITs these branches are having good placements . But my advice is to choose the branches by priority which I mentioned above. Coming to placements, in these NITs more or less same companies do recruit the students. For statisitcs please go through the corresponding college websites . Placements are very descent .That said , our contribution plays a vital role . ",0.1724727272727273,Positive,3.3449454545454547,0.12903225806451613,1,4.344945454545455,3.3449454545454547
169,169,National-Institute-of-Technology-Karnataka-Surathkal-3,"If I’m getting an MTech in nanotechnology from IIT Roorkee or NIT Surathkal, should I go for it or for mining in ISM Dhanbad?",3,2,3/2,No,Followed,2020-03-16,https://www.quora.com/If-I-m-getting-an-MTech-in-nanotechnology-from-IIT-Roorkee-or-NIT-Surathkal-should-I-go-for-it-or-for-mining-in-ISM-Dhanbad,It is easy to get jobs in the field of mining but selecting mining is one of toughest decisions bcz u should have to be mentally and physically prepared to work in remote locations. And I have no idea of nanotechnology (in respect of demand of jobs) . Coose wisely it is going to change your life dramatically. ,0.31839999999999996,Positive,3.6368,0.04838709677419355,1,4.6368,3.6368
170,170,National-Institute-of-Technology-Karnataka-Surathkal-3,"If I’m getting an MTech in nanotechnology from IIT Roorkee or NIT Surathkal, should I go for it or for mining in ISM Dhanbad?",3,2,3/2,No,Followed,2020-03-16,https://www.quora.com/If-I-m-getting-an-MTech-in-nanotechnology-from-IIT-Roorkee-or-NIT-Surathkal-should-I-go-for-it-or-for-mining-in-ISM-Dhanbad,"Definitely, not for NIT surathkal's Nano-technology. Will not end at any fruitful result.Other insititue's I can't comment. ",0.20095,Positive,3.4019,0.04838709677419355,1,4.4018999999999995,3.4019
171,171,National-Institute-of-Technology-Karnataka-Surathkal-3,Can I get NITK Surathkal VLSI M.Tech course for GATE 2020 rank of 9700 belonging to OBC and studied ECE?,2,1,2/1,No,Followed,2020-03-16,https://www.quora.com/Can-I-get-NITK-Surathkal-VLSI-M-Tech-course-for-GATE-2020-rank-of-9700-belonging-to-OBC-and-studied-ECE,"No😑NITK,NITW and NITT are the top 3 NITs of India.VLSI at these colleges is comparable to IITR and IITG and better than all the new IITs so regardless of being of OBC you stand no chance if your rank is above 2k.Sorry to hurt your feelings but thats the truth. ",0.2801,Positive,3.5602,0.03225806451612903,1,4.5602,3.5602
172,172,National-Institute-of-Technology-Karnataka-Surathkal-3,"For an MTech in CSE, which colleges should I prefer, NIT (Trichy, Surathkal, Warangal, Calicut) or new IITs (Hyderabad, Gandhinagar, Bhubaneswar, Ropar)?",1,3,1/3,No,Followed,2020-03-08,https://www.quora.com/For-an-MTech-in-CSE-which-colleges-should-I-prefer-NIT-Trichy-Surathkal-Warangal-Calicut-or-new-IITs-Hyderabad-Gandhinagar-Bhubaneswar-Ropar,"This is a difficult one. The new IITs don’t inspire confidence and are more of a namesake than the real ones. While an M. Tech degree from an NIT (even the like of Trichy) has a limited appeal, compared to that from a real IIT (the 5 old ones+Varanasi, Roorkee). Between the 4 IITs mentioned, some good things are heard about Gandhinagar. The rest are relatively unknown. The best way would be to talk to the alumni, if u can find them, and check them reg. the prospects (I am not sure if IIT Bhub. and Ropar have any batch passed out yet). Out of the NITs mentioned, the first 3 are supposed to be the  Continue ReadingThis is a difficult one. The new IITs don’t inspire confidence and are more of a namesake than the real ones. While an M. Tech degree from an NIT (even the like of Trichy) has a limited appeal, compared to that from a real IIT (the 5 old ones+Varanasi, Roorkee). Between the 4 IITs mentioned, some good things are heard about Gandhinagar. The rest are relatively unknown. The best way would be to talk to the alumni, if u can find them, and check them reg. the prospects (I am not sure if IIT Bhub. and Ropar have any batch passed out yet). Out of the NITs mentioned, the first 3 are supposed to be the top 3 in the country consistently over the last few years, so may not be a bad choice compared to the unknown new IITs. ",0.23570000000000005,Positive,3.4714,0.016129032258064516,0,3.4714,3.4714
173,173,National-Institute-of-Technology-Karnataka-Surathkal-3,"For an MTech in CSE, which colleges should I prefer, NIT (Trichy, Surathkal, Warangal, Calicut) or new IITs (Hyderabad, Gandhinagar, Bhubaneswar, Ropar)?",1,3,1/3,No,Followed,2020-03-08,https://www.quora.com/For-an-MTech-in-CSE-which-colleges-should-I-prefer-NIT-Trichy-Surathkal-Warangal-Calicut-or-new-IITs-Hyderabad-Gandhinagar-Bhubaneswar-Ropar,"If you are getting IIT Hyderabad then you should go for it . Here is the data of reserach and teaching given by NIRF:  The exponential growth is to be seen in past years in IIT Hydrabad. You can clearly see the ranking of IIT Hydrabad which is above from the older ones (Indian institute of Technology Guwahati ,Indian Institute of Technology BHU and NIT Trichy) and also from the all New IIT’s. I have one more data which will support my answer : This is the opening and closing rank of CSE of IIT Hydrabad for B.Tech (taken from JOSAA):  The closing rank of CSE of IIT hydarabad is decresing every year. S Continue ReadingIf you are getting IIT Hyderabad then you should go for it . Here is the data of reserach and teaching given by NIRF:  The exponential growth is to be seen in past years in IIT Hydrabad. You can clearly see the ranking of IIT Hydrabad which is above from the older ones (Indian institute of Technology Guwahati ,Indian Institute of Technology BHU and NIT Trichy) and also from the all New IIT’s. I have one more data which will support my answer : This is the opening and closing rank of CSE of IIT Hydrabad for B.Tech (taken from JOSAA):  The closing rank of CSE of IIT hydarabad is decresing every year. Students prefer more to go IIT Hydrabad than IIT Guwahati and IIT BHU because it’s having a great placements and research environment than new IIT ‘s and from few older ones. Hope you will get your satisfactory answer. Best of luck !!!! ",0.374925,Positive,3.74985,0.016129032258064516,0,3.74985,3.74985
174,174,National-Institute-of-Technology-Karnataka-Surathkal-3,"For an MTech in CSE, which colleges should I prefer, NIT (Trichy, Surathkal, Warangal, Calicut) or new IITs (Hyderabad, Gandhinagar, Bhubaneswar, Ropar)?",1,3,1/3,No,Followed,2020-03-08,https://www.quora.com/For-an-MTech-in-CSE-which-colleges-should-I-prefer-NIT-Trichy-Surathkal-Warangal-Calicut-or-new-IITs-Hyderabad-Gandhinagar-Bhubaneswar-Ropar,Go in the following sequence: IIT Hyderabad NIT Warangal NIT Surathkal NIT Trichy IIT Gandhinagar IIT Bhubaneshwar IIT Ropar ,0.0,Neutral,3.0,0.016129032258064516,0,3.0,3.0
175,175,National-Institute-of-Technology-Karnataka-Surathkal-3,What companies offer summer internship programs to second years from NITK in the software field?,1,1,1/1,No,Followed,2020-03-08,https://www.quora.com/What-companies-offer-summer-internship-programs-to-second-years-from-NITK-in-the-software-field,"Bilvani Institute of Professional Studies, Mylapore, Chennai offers unpaid internship to B.C.A and M.C.A students as well as for B.Tech and M.Tech students with computer science or information technology as major. Interested candidates can send their resume to the email id indicated in my profile, with Sub: Unpaid Internship ",0.33755,Positive,3.6751,0.016129032258064516,0,3.6751,3.6751
176,176,National-Institute-of-Technology-Karnataka-Surathkal-3,Is there anyone who got 30 LPA after an M.Tech through the VLSI course at NIT Trichy/Warangal?,8,1,8/1,Yes,Followed,2020-03-03,https://www.quora.com/Is-there-anyone-who-got-30-LPA-after-an-M-Tech-through-the-VLSI-course-at-NIT-Trichy-Warangal,This correct answer is in Indian context: NO. I have already answered a similar question correctly: Praveen Kumar Singh's answer to What is the current scenario of placements for VLSI in IIT Roorkee and IIT Hyderabad? ,0.0,Neutral,3.0,0.12903225806451613,1,3.0,3.0
177,177,National-Institute-of-Technology-Karnataka-Surathkal-3,"My son is pursuing an M.Tech in materials at NIT Surathkal. During the summer vacation, he wants an 8-week internship in Tata Motors. What and how do I do?",2,1,2/1,No,Followed,2020-03-02,https://www.quora.com/My-son-is-pursuing-an-M-Tech-in-materials-at-NIT-Surathkal-During-the-summer-vacation-he-wants-an-8-week-internship-in-Tata-Motors-What-and-how-do-I-do,Ask him to approach Tata motors directly or through professors in the department who may have done projects for them. ,0.0,Neutral,3.0,0.03225806451612903,1,3.0,3.0
178,178,National-Institute-of-Technology-Karnataka-Surathkal-3,How is your hostel room in NIT Surathkal?,2,1,2/1,No,Followed,2020-03-01,https://www.quora.com/How-is-your-hostel-room-in-NIT-Surathkal,"When we were studying in NITK Suratkal there were only 5 hostels as the only course taught there was B.Tech of 5 years duration of 10 semesters.B. Tech in 6 disciplines was the only course taught then in addition to two years M.E. courses . Conditions of first and second year hostels was pretty bad then with leaking top floors ,very badly maintaned toilets ,etc. Hostels of 3 rd,4 th year were a shade better . Then the final year hostels were independent rooms single bedded hostel and was in very good condition . All other hostels were 3 bedded sharing rooms . But now lot many new hostels were added later . But the first 4 hostels which were in very bad condition are still in use god knows the fate of students staying in those hostels . Those days yearly intake of students was just 250 in all. Today I heard it is around 6000 students a year in several dozens of courses .None of the 5 hostels had a ceiling fan . So if you are addicted to sleep only with fans owning a table fan was a status symbol then..Owning a digital calculator of Casio or Canon make costing nearly rs2000/- those days was another status symbol .Also for making Engineering drawings owning a Mini drafter was another status symbol . ",0.08363333333333334,Positive,3.1672666666666665,0.03225806451612903,1,4.1672666666666665,3.1672666666666665
